filename,subject_id,x1,y1,x2,y2
part_001/04233d4108_4.png,4233,61,332,547,258
part_001/04233d4108_5.png,4233,78,371,548,223
part_001/04233d4108_6.png,4233,116,423,537,171
part_001/04233d4108_7.png,4233,32,260,545,323
part_001/04233d4108_8.png,4233,32,260,545,323
part_001/04233d4108_9.png,4233,32,260,545,323
part_001/04233d4108_10.png,4233,121,254,476,297
part_001/04233d4108_11.png,4233,86,256,503,307
part_001/04233d4108_12.png,4233,164,250,442,285
part_001/04233d4109_0.png,4233,42,256,540,318
part_001/04233d4109_1.png,4233,123,185,621,247
part_001/04233d4109_2.png,4233,128,244,626,306
part_001/04233d4109_3.png,4233,132,310,630,372
part_001/04233d4109_4.png,4233,50,172,507,380
part_001/04233d4109_5.png,4233,42,248,538,324
part_001/04233d4109_6.png,4233,79,379,552,211
part_001/04233d4109_7.png,4233,28,257,551,322
part_001/04233d4109_8.png,4233,28,257,551,322
part_001/04233d4109_9.png,4233,28,257,551,322
part_001/04233d4109_10.png,4233,57,254,528,313
part_001/04233d4109_11.png,4233,136,250,465,291
part_001/04233d4109_12.png,4233,79,254,511,307
part_001/04233d4110_0.png,4233,104,312,580,271
part_001/04233d4110_1.png,4233,19,303,495,262
part_001/04233d4110_2.png,4233,76,259,552,218
part_001/04233d4110_3.png,4233,40,330,516,289
part_001/04233d4110_4.png,4233,101,176,516,413
part_001/04233d4110_5.png,4233,174,415,557,130
part_001/04233d4110_6.png,4233,100,298,578,287
part_001/04233d4110_7.png,4233,93,316,593,273
part_001/04233d4110_8.png,4233,93,316,593,273
part_001/04233d4110_9.png,4233,93,316,593,273
part_001/04233d4110_10.png,4233,149,296,525,264
part_001/04233d4110_11.png,4233,198,280,466,257
part_001/04233d4110_12.png,4233,124,305,555,268
part_001/04233d4111_0.png,4233,105,316,591,269
part_001/04233d4111_1.png,4233,121,295,607,248
part_001/04233d4111_2.png,4233,192,334,639,287
part_001/04233d4111_3.png,4233,36,358,522,311
part_001/04233d4111_4.png,4233,96,197,539,402
part_001/04233d4111_5.png,4233,162,405,575,144
part_001/04233d4111_6.png,4233,133,371,589,196
part_001/04233d4111_7.png,4233,94,320,605,270
part_001/04233d4111_8.png,4233,94,320,605,270
part_001/04233d4111_9.png,4233,94,320,605,270
part_001/04233d4111_10.png,4233,139,303,548,264
part_001/04233d4111_11.png,4233,159,296,521,261
part_001/04233d4111_12.png,4233,167,294,511,260
part_001/04233d4112_0.png,4233,100,307,567,266
part_001/04233d4112_1.png,4233,174,323,639,282
part_001/04233d4112_2.png,4233,110,301,577,260
part_001/04233d4112_3.png,4233,37,288,504,247
part_001/04233d4112_4.png,4233,169,414,543,131
part_001/04233d4112_5.png,4233,101,310,567,263
part_001/04233d4112_6.png,4233,146,390,556,164
part_001/04233d4112_7.png,4233,89,310,579,267
part_001/04233d4112_8.png,4233,89,310,579,267
part_001/04233d4112_9.png,4233,89,310,579,267
part_001/04233d4112_10.png,4233,116,301,547,264
part_001/04233d4112_11.png,4233,125,299,537,263
part_001/04233d4112_12.png,4233,141,295,521,261
part_001/04233d4113_0.png,4233,96,307,587,273
part_001/04233d4113_1.png,4233,138,257,629,223
part_001/04233d4113_2.png,4233,71,304,562,270
part_001/04233d4113_3.png,4233,47,295,538,261
part_001/04233d4113_4.png,4233,98,312,588,267
part_001/04233d4113_5.png,4233,101,157,512,428
part_001/04233d4113_6.png,4233,145,395,576,158
part_001/04233d4113_7.png,4233,85,310,600,275
part_001/04233d4113_8.png,4233,85,310,600,275
part_001/04233d4113_9.png,4233,85,310,600,275
part_001/04233d4113_10.png,4233,120,299,557,269
part_001/04233d4113_11.png,4233,143,293,531,266
part_001/04233d4113_12.png,4233,110,302,569,271
part_001/04233d4114_0.png,4233,125,308,565,268
part_001/04233d4114_1.png,4233,171,280,611,240
part_001/04233d4114_2.png,4233,135,378,575,338
part_001/04233d4114_3.png,4233,103,289,543,249
part_001/04233d4114_4.png,4233,154,363,562,193
part_001/04233d4114_5.png,4233,120,291,562,289
part_001/04233d4114_6.png,4233,126,310,565,266
part_001/04233d4114_7.png,4233,115,311,577,269
part_001/04233d4114_8.png,4233,115,311,577,269
part_001/04233d4114_9.png,4233,115,311,577,269
part_001/04233d4114_10.png,4233,148,300,535,265
part_001/04233d4114_11.png,4233,211,277,456,255
part_001/04233d4114_12.png,4233,172,292,505,261
part_001/04233d4115_0.png,4233,89,272,629,337
part_001/04233d4115_1.png,4233,19,295,559,360
part_001/04233d4115_2.png,4233,173,208,639,273
part_001/04233d4115_3.png,4233,38,251,578,316
part_001/04233d4115_4.png,4233,109,340,639,240
part_001/04233d4115_5.png,4233,162,412,620,118
part_001/04233d4115_6.png,4233,135,382,637,172
part_001/04233d4115_7.png,4233,77,274,639,342
part_001/04233d4115_8.png,4233,77,274,639,342
part_001/04233d4115_9.png,4233,77,274,639,342
part_001/04233d4115_10.png,4233,101,270,613,331
part_001/04233d4115_11.png,4233,152,263,545,310
part_001/04233d4115_12.png,4233,171,260,519,302
part_001/04233d4116_0.png,4233,49,231,587,299
part_001/04233d4116_1.png,4233,84,236,622,304
part_001/04233d4116_2.png,4233,119,161,639,229
part_001/04233d4116_3.png,4233,0,190,509,258
part_001/04233d4116_4.png,4233,113,65,493,452
part_001/04233d4116_5.png,4233,71,347,587,180
part_001/04233d4116_6.png,4233,69,137,550,388
part_001/04233d4116_7.png,4233,35,231,600,302
part_001/04233d4116_8.png,4233,35,231,600,302
part_001/04233d4116_9.png,4233,35,231,600,302
part_001/04233d4116_10.png,4233,133,233,504,280
part_001/04233d4116_11.png,4233,137,234,499,279
part_001/04233d4116_12.png,4233,162,235,476,274
part_001/04233d4117_0.png,4233,42,237,578,297
part_001/04233d4117_1.png,4233,0,215,506,275
part_001/04233d4117_2.png,4233,57,209,593,269
part_001/04233d4117_3.png,4233,56,229,592,289
part_001/04233d4117_4.png,4233,58,334,582,204
part_001/04233d4117_5.png,4233,68,123,532,398
part_001/04233d4117_6.png,4233,43,268,583,267
part_001/04233d4117_7.png,4233,28,237,591,300
part_001/04233d4117_8.png,4233,28,237,591,300
part_001/04233d4117_9.png,4233,28,237,591,300
part_001/04233d4117_10.png,4233,158,239,469,273
part_001/04233d4117_11.png,4233,163,238,466,272
part_001/04233d4117_12.png,4233,85,237,538,288
part_001/04233d4118_0.png,4233,41,233,580,300
part_001/04233d4118_1.png,4233,64,289,603,356
part_001/04233d4118_2.png,4233,0,238,518,305
part_001/04233d4118_3.png,4233,0,168,508,235
part_001/04233d4118_4.png,4233,61,345,582,192
part_001/04233d4118_5.png,4233,79,100,519,417
part_001/04233d4118_6.png,4233,68,119,533,401
part_001/04233d4118_7.png,4233,27,233,593,303
part_001/04233d4118_8.png,4233,27,233,593,303
part_001/04233d4118_9.png,4233,27,233,593,303
part_001/04233d4118_10.png,4233,66,234,556,294
part_001/04233d4118_11.png,4233,80,234,542,291
part_001/04233d4118_12.png,4233,77,233,547,292
part_001/04233d4119_0.png,4233,49,225,578,300
part_001/04233d4119_1.png,4233,36,230,565,305
part_001/04233d4119_2.png,4233,73,278,602,353
part_001/04233d4119_3.png,4233,138,199,639,274
part_001/04233d4119_4.png,4233,54,296,585,231
part_001/04233d4119_5.png,4233,73,353,576,173
part_001/04233d4119_6.png,4233,81,369,571,157
part_001/04233d4119_7.png,4233,35,224,591,303
part_001/04233d4119_8.png,4233,35,224,591,303
part_001/04233d4119_9.png,4233,35,224,591,303
part_001/04233d4119_10.png,4233,151,230,481,277
part_001/04233d4119_11.png,4233,113,228,516,285
part_001/04233d4119_12.png,4233,162,231,470,275
part_001/04233d4120_0.png,4233,49,285,603,270
part_001/04233d4120_1.png,4233,25,231,579,216
part_001/04233d4120_2.png,4233,81,241,635,226
part_001/04233d4120_3.png,4233,141,333,639,318
part_001/04233d4120_4.png,4233,80,106,523,440
part_001/04233d4120_5.png,4233,67,134,544,416
part_001/04233d4120_6.png,4233,87,386,593,159
part_001/04233d4120_7.png,4233,35,287,617,272
part_001/04233d4120_8.png,4233,35,287,617,272
part_001/04233d4120_9.png,4233,35,287,617,272
part_001/04233d4120_10.png,4233,169,264,477,256
part_001/04233d4120_11.png,4233,117,273,530,262
part_001/04233d4120_12.png,4233,77,281,574,267
part_001/04233d4121_0.png,4233,51,288,599,266
part_001/04233d4121_1.png,4233,133,238,639,216
part_001/04233d4121_2.png,4233,102,297,639,275
part_001/04233d4121_3.png,4233,15,282,563,260
part_001/04233d4121_4.png,4233,73,357,596,192
part_001/04233d4121_5.png,4233,73,123,532,423
part_001/04233d4121_6.png,4233,75,360,595,188
part_001/04233d4121_7.png,4233,38,290,613,267
part_001/04233d4121_8.png,4233,38,290,613,267
part_001/04233d4121_9.png,4233,38,290,613,267
part_001/04233d4121_10.png,4233,151,270,494,256
part_001/04233d4121_11.png,4233,155,270,491,256
part_001/04233d4121_12.png,4233,94,280,554,261
part_001/04233d4122_0.png,4233,54,295,599,262
part_001/04233d4122_1.png,4233,134,301,639,268
part_001/04233d4122_2.png,4233,119,299,639,266
part_001/04233d4122_3.png,4233,0,246,505,213
part_001/04233d4122_4.png,4233,48,242,589,316
part_001/04233d4122_5.png,4233,100,399,583,146
part_001/04233d4122_6.png,4233,65,334,599,220
part_001/04233d4122_7.png,4233,41,298,613,263
part_001/04233d4122_8.png,4233,41,298,613,263
part_001/04233d4122_9.png,4233,41,298,613,263
part_001/04233d4122_10.png,4233,100,285,551,258
part_001/04233d4122_11.png,4233,98,286,552,258
part_001/04233d4122_12.png,4233,94,286,556,258
part_001/04233d4123_0.png,4233,55,291,595,269
part_001/04233d4123_1.png,4233,44,314,584,292
part_001/04233d4123_2.png,4233,62,271,602,249
part_001/04233d4123_3.png,4233,137,280,639,258
part_001/04233d4123_4.png,4233,55,189,565,369
part_001/04233d4123_5.png,4233,106,404,579,143
part_001/04233d4123_6.png,4233,111,411,576,135
part_001/04233d4123_7.png,4233,42,294,609,270
part_001/04233d4123_8.png,4233,42,294,609,270
part_001/04233d4123_9.png,4233,42,294,609,270
part_001/04233d4123_10.png,4233,109,280,540,263
part_001/04233d4123_11.png,4233,75,287,574,267
part_001/04233d4123_12.png,4233,148,273,497,259
part_001/04233d4124_0.png,4233,57,290,597,268
part_001/04233d4124_1.png,4233,0,312,531,290
part_001/04233d4124_2.png,4233,37,242,577,220
part_001/04233d4124_3.png,4233,130,344,639,322
part_001/04233d4124_4.png,4233,128,426,567,111
part_001/04233d4124_5.png,4233,114,411,576,130
part_001/04233d4124_6.png,4233,60,178,561,379
part_001/04233d4124_7.png,4233,44,292,611,269
part_001/04233d4124_8.png,4233,44,292,611,269
part_001/04233d4124_9.png,4233,44,292,611,269
part_001/04233d4124_10.png,4233,136,274,513,259
part_001/04233d4124_11.png,4233,105,280,546,262
part_001/04233d4124_12.png,4233,133,276,518,260
part_001/04233d4125_0.png,4233,71,281,581,324
part_001/04233d4125_1.png,4233,56,275,566,318
part_001/04233d4125_2.png,4233,0,250,508,293
part_001/04233d4125_3.png,4233,110,225,620,268
part_001/04233d4125_4.png,4233,108,377,593,213
part_001/04233d4125_5.png,4233,120,394,590,190
part_001/04233d4125_6.png,4233,74,183,529,417
part_001/04233d4125_7.png,4233,59,283,594,328
part_001/04233d4125_8.png,4233,59,283,594,328
part_001/04233d4125_9.png,4233,59,283,594,328
part_001/04233d4125_10.png,4233,104,275,546,313
part_001/04233d4125_11.png,4233,97,277,553,315
part_001/04233d4125_12.png,4233,146,268,501,298
part_001/04233d4126_0.png,4233,57,286,579,324
part_001/04233d4126_1.png,4233,0,285,504,323
part_001/04233d4126_2.png,4233,67,345,589,383
part_001/04233d4126_3.png,4233,12,330,534,368
part_001/04233d4126_4.png,4233,86,112,470,467
part_001/04233d4126_5.png,4233,91,378,592,225
part_001/04233d4126_6.png,4233,53,241,561,366
part_001/04233d4126_7.png,4233,44,288,592,328
part_001/04233d4126_8.png,4233,44,288,592,328
part_001/04233d4126_9.png,4233,44,288,592,328
part_001/04233d4126_10.png,4233,145,270,492,296
part_001/04233d4126_11.png,4233,169,266,468,288
part_001/04233d4126_12.png,4233,83,281,553,315
part_001/04233d4127_0.png,4233,54,286,573,323
part_001/04233d4127_1.png,4233,46,333,565,370
part_001/04233d4127_2.png,4233,35,331,554,368
part_001/04233d4127_3.png,4233,77,236,596,273
part_001/04233d4127_4.png,4233,50,237,554,367
part_001/04233d4127_5.png,4233,112,412,581,187
part_001/04233d4127_6.png,4233,55,292,575,317
part_001/04233d4127_7.png,4233,41,288,586,327
part_001/04233d4127_8.png,4233,41,288,586,327
part_001/04233d4127_9.png,4233,41,288,586,327
part_001/04233d4127_10.png,4233,102,277,528,308
part_001/04233d4127_11.png,4233,150,269,482,293
part_001/04233d4127_12.png,4233,105,277,524,307
part_001/04233d4128_0.png,4233,63,280,575,323
part_001/04233d4128_1.png,4233,109,323,621,366
part_001/04233d4128_2.png,4233,54,309,566,352
part_001/04233d4128_3.png,4233,62,226,574,269
part_001/04233d4128_4.png,4233,122,409,581,177
part_001/04233d4128_5.png,4233,81,344,588,256
part_001/04233d4128_6.png,4233,65,189,530,406
part_001/04233d4128_7.png,4233,50,282,588,327
part_001/04233d4128_8.png,4233,50,282,588,327
part_001/04233d4128_9.png,4233,50,282,588,327
part_001/04233d4128_10.png,4233,97,275,539,312
part_001/04233d4128_11.png,4233,148,267,489,295
part_001/04233d4128_12.png,4233,93,274,544,312
part_001/04233d4129_0.png,4233,61,281,580,327
part_001/04233d4129_1.png,4233,36,329,555,375
part_001/04233d4129_2.png,4233,0,331,492,377
part_001/04233d4129_3.png,4233,0,322,508,368
part_001/04233d4129_4.png,4233,58,257,571,351
part_001/04233d4129_5.png,4233,59,269,576,339
part_001/04233d4129_6.png,4233,142,432,578,148
part_001/04233d4129_7.png,4233,48,283,593,331
part_001/04233d4129_8.png,4233,48,283,593,331
part_001/04233d4129_9.png,4233,48,283,593,331
part_001/04233d4129_10.png,4233,82,277,559,320
part_001/04233d4129_11.png,4233,151,266,489,296
part_001/04233d4129_12.png,4233,84,277,557,319
part_001/04233d4130_0.png,4233,99,287,599,264
part_001/04233d4130_1.png,4233,133,234,633,211
part_001/04233d4130_2.png,4233,19,352,519,329
part_001/04233d4130_3.png,4233,70,232,570,209
part_001/04233d4130_4.png,4233,152,391,574,121
part_001/04233d4130_5.png,4233,96,268,596,288
part_001/04233d4130_6.png,4233,174,413,555,88
part_001/04233d4130_7.png,4233,88,289,613,265
part_001/04233d4130_8.png,4233,88,289,613,265
part_001/04233d4130_9.png,4233,88,289,613,265
part_001/04233d4130_10.png,4233,137,278,550,259
part_001/04233d4130_11.png,4233,143,277,543,259
part_001/04233d4130_12.png,4233,138,278,549,259
part_001/04233d4131_0.png,4233,102,284,599,264
part_001/04233d4131_1.png,4233,58,231,555,211
part_001/04233d4131_2.png,4233,147,214,639,194
part_001/04233d4131_3.png,4233,152,258,639,238
part_001/04233d4131_4.png,4233,101,203,572,363
part_001/04233d4131_5.png,4233,116,328,598,207
part_001/04233d4131_6.png,4233,112,317,599,220
part_001/04233d4131_7.png,4233,91,286,613,265
part_001/04233d4131_8.png,4233,91,286,613,265
part_001/04233d4131_9.png,4233,91,286,613,265
part_001/04233d4131_10.png,4233,195,265,480,254
part_001/04233d4131_11.png,4233,124,279,570,261
part_001/04233d4131_12.png,4233,190,266,486,254
part_001/04233d4132_0.png,4233,99,283,600,263
part_001/04233d4132_1.png,4233,103,241,604,221
part_001/04233d4132_2.png,4233,132,241,633,221
part_001/04233d4132_3.png,4233,48,232,549,212
part_001/04233d4132_4.png,4233,105,306,601,234
part_001/04233d4132_5.png,4233,167,405,560,93
part_001/04233d4132_6.png,4233,171,408,556,88
part_001/04233d4132_7.png,4233,88,285,614,264
part_001/04233d4132_8.png,4233,88,285,614,264
part_001/04233d4132_9.png,4233,88,285,614,264
part_001/04233d4132_10.png,4233,149,273,536,258
part_001/04233d4132_11.png,4233,151,272,534,257
part_001/04233d4132_12.png,4233,159,271,523,256
part_001/04233d4133_0.png,4233,102,283,600,264
part_001/04233d4133_1.png,4233,105,244,603,225
part_001/04233d4133_2.png,4233,17,214,515,195
part_001/04233d4133_3.png,4233,193,270,639,251
part_001/04233d4133_4.png,4233,105,183,561,384
part_001/04233d4133_5.png,4233,115,154,539,416
part_001/04233d4133_6.png,4233,161,395,567,107
part_001/04233d4133_7.png,4233,91,285,614,265
part_001/04233d4133_8.png,4233,91,285,614,265
part_001/04233d4133_9.png,4233,91,285,614,265
part_001/04233d4133_10.png,4233,180,267,500,255
part_001/04233d4133_11.png,4233,123,279,573,261
part_001/04233d4133_12.png,4233,155,272,532,258
part_001/04233d4134_0.png,4233,104,286,607,256
part_001/04233d4134_1.png,4233,137,300,639,270
part_001/04233d4134_2.png,4233,140,355,639,325
part_001/04233d4134_3.png,4233,62,260,565,230
part_001/04233d4134_4.png,4233,102,275,606,271
part_001/04233d4134_5.png,4233,124,138,532,434
part_001/04233d4134_6.png,4233,155,387,577,111
part_001/04233d4134_7.png,4233,93,288,621,257
part_001/04233d4134_8.png,4233,93,288,621,257
part_001/04233d4134_9.png,4233,93,288,621,257
part_001/04233d4134_10.png,4233,149,276,545,253
part_001/04233d4134_11.png,4233,140,278,558,253
part_001/04233d4134_12.png,4233,135,279,565,253
part_001/04233d4137_0.png,4233,42,237,588,320
part_001/04233d4137_1.png,4233,0,235,534,318
part_001/04233d4137_2.png,4233,0,231,546,314
part_001/04233d4137_3.png,4233,110,261,639,344
part_001/04233d4137_4.png,4233,69,360,596,193
part_001/04233d4137_5.png,4233,82,96,510,445
part_001/04233d4137_6.png,4233,48,183,568,370
part_001/04233d4137_7.png,4233,28,237,601,324
part_001/04233d4137_8.png,4233,28,237,601,324
part_001/04233d4137_9.png,4233,28,237,601,324
part_001/04233d4137_10.png,4233,78,237,553,310
part_001/04233d4137_11.png,4233,140,237,494,291
part_001/04233d4137_12.png,4233,81,237,549,309
part_001/04233d4138_0.png,4233,54,262,600,341
part_001/04233d4138_1.png,4233,18,270,564,349
part_001/04233d4138_2.png,4233,0,253,529,332
part_001/04233d4138_3.png,4233,115,284,639,363
part_001/04233d4138_4.png,4233,88,372,617,214
part_001/04233d4138_5.png,4233,87,110,496,479
part_001/04233d4138_6.png,4233,61,303,612,296
part_001/04233d4138_7.png,4233,41,263,614,346
part_001/04233d4138_8.png,4233,41,263,614,346
part_001/04233d4138_9.png,4233,41,263,614,346
part_001/04233d4138_10.png,4233,92,258,559,326
part_001/04233d4138_11.png,4233,145,254,504,306
part_001/04233d4138_12.png,4233,143,254,506,307
part_001/04233d4139_0.png,4233,51,260,605,344
part_001/04233d4139_1.png,4233,54,246,608,330
part_001/04233d4139_2.png,4233,5,214,559,298
part_001/04233d4139_3.png,4233,118,288,639,372
part_001/04233d4139_4.png,4233,115,416,611,154
part_001/04233d4139_5.png,4233,51,253,602,351
part_001/04233d4139_6.png,4233,120,421,609,147
part_001/04233d4139_7.png,4233,38,261,619,349
part_001/04233d4139_8.png,4233,38,261,619,349
part_001/04233d4139_9.png,4233,38,261,619,349
part_001/04233d4139_10.png,4233,127,254,524,314
part_001/04233d4139_11.png,4233,69,259,586,337
part_001/04233d4139_12.png,4233,151,252,498,305
part_001/04233d4140_0.png,4233,72,298,609,249
part_001/04233d4140_1.png,4233,0,258,534,209
part_001/04233d4140_2.png,4233,109,337,639,288
part_001/04233d4140_3.png,4233,51,305,588,256
part_001/04233d4140_4.png,4233,68,276,607,275
part_001/04233d4140_5.png,4233,77,162,563,396
part_001/04233d4140_6.png,4233,143,423,568,91
part_001/04233d4140_7.png,4233,60,301,623,249
part_001/04233d4140_8.png,4233,60,301,623,249
part_001/04233d4140_9.png,4233,60,301,623,249
part_001/04233d4140_10.png,4233,90,293,587,248
part_001/04233d4140_11.png,4233,134,284,537,247
part_001/04233d4140_12.png,4233,129,284,542,246
part_001/04233d4141_0.png,4233,69,297,603,251
part_001/04233d4141_1.png,4233,22,280,556,234
part_001/04233d4141_2.png,4233,79,369,613,323
part_001/04233d4141_3.png,4233,127,234,639,188
part_001/04233d4141_4.png,4233,67,195,576,361
part_001/04233d4141_5.png,4233,72,310,603,236
part_001/04233d4141_6.png,4233,81,335,601,207
part_001/04233d4141_7.png,4233,56,300,617,252
part_001/04233d4141_8.png,4233,56,300,617,252
part_001/04233d4141_9.png,4233,56,300,617,252
part_001/04233d4141_10.png,4233,151,279,510,248
part_001/04233d4141_11.png,4233,139,281,522,248
part_001/04233d4141_12.png,4233,177,272,481,246
part_001/04233d4142_0.png,4233,75,304,607,250
part_001/04233d4142_1.png,4233,0,240,521,186
part_001/04233d4142_2.png,4233,157,308,639,254
part_001/04233d4142_3.png,4233,0,267,530,213
part_001/04233d4142_4.png,4233,82,328,607,222
part_001/04233d4142_5.png,4233,129,407,581,121
part_001/04233d4142_6.png,4233,106,376,596,161
part_001/04233d4142_7.png,4233,63,307,621,250
part_001/04233d4142_8.png,4233,63,307,621,250
part_001/04233d4142_9.png,4233,63,307,621,250
part_001/04233d4142_10.png,4233,162,281,506,246
part_001/04233d4142_11.png,4233,99,297,578,249
part_001/04233d4142_12.png,4233,175,277,489,245
part_001/04233d4143_0.png,4233,69,298,604,247
part_001/04233d4143_1.png,4233,31,317,566,266
part_001/04233d4143_2.png,4233,24,293,559,242
part_001/04233d4143_3.png,4233,30,343,565,292
part_001/04233d4143_4.png,4233,66,195,579,358
part_001/04233d4143_5.png,4233,148,432,556,82
part_001/04233d4143_6.png,4233,71,304,604,240
part_001/04233d4143_7.png,4233,56,301,618,247
part_001/04233d4143_8.png,4233,56,301,618,247
part_001/04233d4143_9.png,4233,56,301,618,247
part_001/04233d4143_10.png,4233,125,284,539,245
part_001/04233d4143_11.png,4233,176,273,483,244
part_001/04233d4143_12.png,4233,133,282,531,244
part_001/04233d4144_0.png,4233,72,294,608,244
part_001/04233d4144_1.png,4233,103,264,639,214
part_001/04233d4144_2.png,4233,102,352,638,302
part_001/04233d4144_3.png,4233,102,303,638,253
part_001/04233d4144_4.png,4233,81,325,606,207
part_001/04233d4144_5.png,4233,89,346,602,182
part_001/04233d4144_6.png,4233,74,303,608,234
part_001/04233d4144_7.png,4233,60,297,622,244
part_001/04233d4144_8.png,4233,60,297,622,244
part_001/04233d4144_9.png,4233,60,297,622,244
part_001/04233d4144_10.png,4233,168,272,495,242
part_001/04233d4144_11.png,4233,87,291,591,244
part_001/04233d4144_12.png,4233,126,282,545,243
part_001/04233d4145_0.png,4233,53,268,592,306
part_001/04233d4145_1.png,4233,136,291,639,329
part_001/04233d4145_2.png,4233,0,303,529,341
part_001/04233d4145_3.png,4233,67,236,606,274
part_001/04233d4145_4.png,4233,103,399,588,160
part_001/04233d4145_5.png,4233,54,202,567,371
part_001/04233d4145_6.png,4233,62,164,546,405
part_001/04233d4145_7.png,4233,40,269,606,309
part_001/04233d4145_8.png,4233,40,269,606,309
part_001/04233d4145_9.png,4233,40,269,606,309
part_001/04233d4145_10.png,4233,135,259,508,286
part_001/04233d4145_11.png,4233,74,265,571,300
part_001/04233d4145_12.png,4233,74,265,571,300
part_001/04233d4146_0.png,4233,56,266,592,308
part_001/04233d4146_1.png,4233,63,249,599,291
part_001/04233d4146_2.png,4233,113,235,639,277
part_001/04233d4146_3.png,4233,28,332,564,374
part_001/04233d4146_4.png,4233,116,409,584,144
part_001/04233d4146_5.png,4233,57,275,594,299
part_001/04233d4146_6.png,4233,58,200,567,373
part_001/04233d4146_7.png,4233,43,267,606,311
part_001/04233d4146_8.png,4233,43,267,606,311
part_001/04233d4146_9.png,4233,43,267,606,311
part_001/04233d4146_10.png,4233,100,262,547,297
part_001/04233d4146_11.png,4233,129,259,517,289
part_001/04233d4146_12.png,4233,110,260,535,294
part_001/04233d4147_0.png,4233,43,268,592,307
part_001/04233d4147_1.png,4233,8,278,557,317
part_001/04233d4147_2.png,4233,88,227,637,266
part_001/04233d4147_3.png,4233,16,212,565,251
part_001/04233d4147_4.png,4233,53,160,546,406
part_001/04233d4147_5.png,4233,120,433,575,124
part_001/04233d4147_6.png,4233,64,349,600,223
part_001/04233d4147_7.png,4233,29,269,606,310
part_001/04233d4147_8.png,4233,29,269,606,310
part_001/04233d4147_9.png,4233,29,269,606,310
part_001/04233d4147_10.png,4233,61,266,574,303
part_001/04233d4147_11.png,4233,63,265,572,302
part_001/04233d4147_12.png,4233,84,263,551,296
part_001/04233d4148_0.png,4233,41,266,589,310
part_001/04233d4148_1.png,4233,37,264,585,308
part_001/04233d4148_2.png,4233,0,279,500,323
part_001/04233d4148_3.png,4233,117,224,639,268
part_001/04233d4148_4.png,4233,85,393,591,176
part_001/04233d4148_5.png,4233,41,261,588,315
part_001/04233d4148_6.png,4233,42,207,568,365
part_001/04233d4148_7.png,4233,27,267,602,314
part_001/04233d4148_8.png,4233,27,267,602,314
part_001/04233d4148_9.png,4233,27,267,602,314
part_001/04233d4148_10.png,4233,112,259,520,291
part_001/04233d4148_11.png,4233,144,256,489,283
part_001/04233d4148_12.png,4233,146,256,487,283
part_001/04233d4149_0.png,4233,30,271,591,310
part_001/04233d4149_1.png,4233,0,283,511,322
part_001/04233d4149_2.png,4233,0,260,533,299
part_001/04233d4149_3.png,4233,94,342,639,381
part_001/04233d4149_4.png,4233,66,96,500,455
part_001/04233d4149_5.png,4233,29,222,576,354
part_001/04233d4149_6.png,4233,28,240,582,338
part_001/04233d4149_7.png,4233,15,273,605,314
part_001/04233d4149_8.png,4233,15,273,605,314
part_001/04233d4149_9.png,4233,15,273,605,314
part_001/04233d4149_10.png,4233,47,269,574,306
part_001/04233d4149_11.png,4233,76,266,548,299
