filename,subject_id,sequence_id,augmentation,upper_a,upper_b,upper_c,lower_a,lower_b,lower_c,upper_rmse,lower_rmse
batch_0000/trans_1197471.png,07267,07267d6,trans,627.9192558805524,-621.4647533190627,278.5154004587554,-210.7203218492942,151.25347362597955,326.64962322518244,2.465223849555003,1.6813954540864766
batch_0000/flip_1197471.png,07267,07267d6,flip,627.9192558805498,-637.1363901086645,297.41171242336355,-210.72032184929444,271.11426798924504,277.6306454359642,2.4652238495549996,1.681395454086467
batch_0000/orig_1197472.png,07267,07267d7,orig,665.0440526760444,-701.0373720829424,324.3975662400556,-277.1150195842584,228.16125172887047,322.3945358031687,1.7961603284930368,2.9424936761299754
batch_0000/rot_1197472.png,07267,07267d7,rot,663.6227822663488,-712.7722664138485,330.56972643122884,-279.27580487833626,216.45983395931165,329.07233662919816,1.7830728280415875,2.922180355465189
batch_0000/trans_1197472.png,07267,07267d7,trans,665.044052676043,-656.0309290123238,298.83516220158754,-277.11501958425504,209.40766495104938,327.1948714393145,1.7961603284930296,2.942493676129978
batch_0000/flip_1197472.png,07267,07267d7,flip,665.0440526760419,-626.9724706045321,287.4229787051311,-277.1150195842574,325.2028030034452,273.94957387781415,1.7961603284930365,2.9424936761299745
batch_0000/orig_1197473.png,07267,07267d8,orig,685.7423061900214,-701.7476982813597,317.0237276464795,-239.41699656848124,188.07828768285637,329.11205614728595,0.7040192690475932,1.4362214165076062
batch_0000/rot_1197473.png,07267,07267d8,rot,750.7344686952338,-652.6681927469325,273.796493278116,-243.71920166235898,319.6654927688495,264.9371538719141,1.7138964446287401,1.6192436312737062
batch_0000/trans_1197473.png,07267,07267d8,trans,685.742306190022,-701.4837484343896,309.87390948768916,-239.4169965684827,187.98613341581571,322.13345568491894,0.7040192690475934,1.436221416507592
batch_0000/flip_1197473.png,07267,07267d8,flip,685.7423061900201,-667.5939693918381,299.9735458024141,-239.41699656848175,290.00752733983006,278.2270685372811,0.7040192690475975,1.436221416507612
batch_0000/orig_1197474.png,07267,07267d9,orig,669.16762465163,-699.5524249781653,319.94509299038634,-226.7332679204977,180.75245124483192,328.0940496312563,1.4149680126485547,1.7507326514093515
batch_0000/rot_1197474.png,07267,07267d9,rot,669.4510769261992,-699.1928322030511,319.69123367418825,-226.65354497855478,181.40374858403806,327.7369033025222,1.4075808303243662,1.7510026799044245
batch_0000/trans_1197474.png,07267,07267d9,trans,669.1676246516311,-672.7352984948644,306.26263511599353,-226.73326792049332,171.66603627225382,331.6911428374838,1.414968012648557,1.7507326514093582
batch_0000/flip_1197474.png,07267,07267d9,flip,669.1676246516284,-636.6916754980572,288.5638282108638,-226.73326792049707,272.00554313391046,282.5387951647548,1.4149680126485722,1.7507326514093478
batch_0000/orig_1197475.png,07267,07267d10,orig,736.6091528910786,-759.026385508364,332.42319704958294,-330.2941644875726,301.8892524628415,297.7861252237963,5.494799242198247,4.374213384325184
batch_0000/rot_1197475.png,07267,07267d10,rot,728.200130001478,-675.5945485115468,292.61404025691115,-335.75819647286687,380.1523192796912,260.28963185945474,4.161641892529959,4.7799503000977035
batch_0000/trans_1197475.png,07267,07267d10,trans,736.6091528910807,-814.0827241030526,348.4535792518619,-330.29416448757286,326.57641156818846,272.6784609792427,5.494799242198253,4.374213384325178
batch_0000/flip_1197475.png,07267,07267d10,flip,736.6091528910789,-711.8900166710089,308.8918379190598,-330.2941644875737,357.66690724828146,269.94087412387756,5.4947992421982494,4.374213384325178
batch_0000/orig_1197476.png,04233,04233d4105,orig,722.8450841138571,-609.3684440447872,312.4625451879128,-453.2489788406877,557.371058213934,189.10547387546757,0.6000111992108571,0.6773800786012828
batch_0000/rot_1197476.png,04233,04233d4105,rot,682.76294408887,-721.4482709739355,379.45624893587,-430.43708316688287,404.7130792684817,257.9549254437368,0.42543288824764564,1.120854161805554
batch_0000/trans_1197476.png,04233,04233d4105,trans,722.8450841138532,-622.5989347567697,329.80398607938,-453.248978840689,565.6670355077699,195.67078903970167,0.6000111992108723,0.6773800786012837
batch_0000/flip_1197476.png,04233,04233d4105,flip,722.8450841138568,-834.0628332950699,424.63419732145246,-453.2489788406897,347.710496408567,293.77195746424115,0.6000111992108662,0.6773800786012659
batch_0000/orig_1197477.png,04233,04233d4106,orig,688.4917141125815,-587.4862928984966,309.7049701005713,-528.1351647558384,629.9259797981838,174.6986529745175,0.26601128320316153,1.4357921700106375
batch_0000/rot_1197477.png,04233,04233d4106,rot,658.7908829483534,-595.925620528392,321.9429194521494,-511.28331835298235,582.6648465815247,193.09436765729214,0.5635477941993043,1.5527953085447073
batch_0000/trans_1197477.png,04233,04233d4106,trans,688.4917141125853,-631.9846927742734,318.5334358232726,-528.1351647558387,664.0602609638678,142.91485625455823,0.2660112832031555,1.4357921700106182
batch_0000/flip_1197477.png,04233,04233d4106,flip,688.4917141125815,-787.3455987200648,409.47848292868196,-528.1351647558395,424.69392732363207,277.15434167079803,0.26601128320315626,1.4357921700106284
batch_0000/orig_1197478.png,04233,04233d4107,orig,716.6949790588975,-634.993955615396,325.36724020909776,-609.3779305126101,710.197726473548,158.29946180162477,1.2275813940243878,1.9407561404485345
batch_0000/rot_1197478.png,04233,04233d4107,rot,670.1799515355445,-719.7589092949926,380.14942154105495,-576.2104438358693,575.6513301466933,215.19947147719697,2.1721331914269406,2.3250263185694933
batch_0000/trans_1197478.png,04233,04233d4107,trans,716.6949790588988,-589.1187416207576,319.29756800770076,-609.3779305126045,671.1918121268498,193.92394685157007,1.2275813940243894,1.9407561404485447
batch_0000/flip_1197478.png,04233,04233d4107,flip,716.6949790589006,-796.1563306928429,405.822519642291,-609.3779305126087,506.6538285188183,259.91239210871237,1.2275813940243954,1.9407561404485352
batch_0000/orig_1197479.png,04233,04233d4108,orig,753.4976624450336,-647.2865594250391,323.51206746421576,-534.8630632570398,649.7395694803469,167.28097842517025,0.23454291967708013,0.5044912062500768
batch_0000/rot_1197479.png,04233,04233d4108,rot,932.9513954204538,-683.1619228264918,292.8736085901437,-666.3489095600753,885.3578157139809,89.42252054501148,1.8601511572818568,0.2126607343751138
batch_0000/trans_1197479.png,04233,04233d4108,trans,753.4976624450336,-702.1410936539585,349.86428536937694,-534.8630632570406,688.677532626789,144.71450703840316,0.23454291967710045,0.5044912062500785
batch_0000/flip_1197479.png,04233,04233d4108,flip,753.4976624450311,-857.3540852698848,428.38171513207317,-534.8630632570402,418.3151099610641,282.81240782581244,0.23454291967707847,0.5044912062500869
batch_0000/orig_1197480.png,04233,04233d4109,orig,755.5449340521702,-662.265391915367,329.3929253439444,-560.9919770396714,682.2192587655614,155.53969574967115,0.47634167014416834,0.894880033998366
batch_0000/rot_1197480.png,04233,04233d4109,rot,714.0938634998367,-766.8937417709747,392.7996691331373,-538.4816666917786,541.6965871647816,217.68302159655303,1.5328815330092005,1.250357492679191
batch_0000/trans_1197480.png,04233,04233d4109,trans,755.5449340521664,-608.2634922646673,309.3810394221016,-560.9919770396777,642.1228580307105,181.89433188552096,0.476341670144168,0.8948800339983527
batch_0000/flip_1197480.png,04233,04233d4109,flip,755.5449340521704,-846.4633982700614,421.34802382882685,-560.9919770396807,438.01159538555254,277.4527402026618,0.47634167014416867,0.8948800339983632
batch_0000/orig_1197481.png,04233,04233d4110,orig,754.8119997350386,-818.5563421928334,412.3268366079726,-528.9460388485318,430.158983275108,279.1344319365367,0.9729140766657011,0.3764680658622948
batch_0000/rot_1197481.png,04233,04233d4110,rot,747.7691030731261,-667.212917583673,338.38457205655186,-519.7855096883742,533.9064391310318,223.24490866652,0.10283434451822035,0.6597156403860973
batch_0000/trans_1197481.png,04233,04233d4110,trans,754.8119997350389,-828.0807917485731,408.69299980443964,-528.9460388485413,436.833386790814,267.57115792839244,0.9729140766657022,0.37646806586228165
batch_0000/flip_1197481.png,04233,04233d4110,flip,754.8119997350419,-688.7088697780749,347.5045437384165,-528.9460388485315,626.080138050556,181.32691795098117,0.9729140766657037,0.3764680658622838
batch_0000/orig_1197482.png,04233,04233d4111,orig,686.6864264737932,-750.8378102652188,397.02545361868465,-503.04156818609584,407.61085524355315,283.0940900823834,0.11917827419842965,1.2191644438669003
batch_0000/rot_1197482.png,04233,04233d4111,rot,696.2789904047946,-786.0152733092957,411.99164310227684,-513.8107540119444,397.5878507646143,291.65682732825934,0.01965461621259249,1.1818757184458855
batch_0000/trans_1197482.png,04233,04233d4111,trans,686.6864264737937,-721.2443586016784,394.1444420325521,-503.04156818609704,385.9317659839746,304.6229310608615,0.1191782741984332,1.2191644438668898
batch_0000/flip_1197482.png,04233,04233d4111,flip,686.686426473795,-620.3891475996398,331.9030353036023,-503.04156818609744,596.900276228059,188.5972619502746,0.11917827419843306,1.2191644438668956
batch_0000/orig_1197483.png,04233,04233d4112,orig,768.5970793606414,-827.0521466841615,410.83774566697866,-359.4244323150536,253.4515003292128,320.67575454901294,0.109067962987893,0.47710381450476536
batch_0000/rot_1197483.png,04233,04233d4112,rot,750.9093925426295,-722.0666456610519,362.90867445918946,-339.82086971608885,310.36807665826797,285.508421656046,0.6459044157514284,0.5215318284770544
batch_0000/trans_1197483.png,04233,04233d4112,trans,768.5970793606365,-803.9710268428337,400.93149616876866,-359.42443231505234,242.657914692557,326.73905642989484,0.10906796298786813,0.47710381450477796
batch_0000/flip_1197483.png,04233,04233d4112,flip,768.5970793606459,-707.7401461641231,351.27495790736464,-359.4244323150526,464.27416294990917,215.4291284438368,0.10906796298789026,0.477103814504754
batch_0000/orig_1197484.png,04233,04233d4113,orig,722.458942400157,-776.468047070057,398.5436192927222,-454.38943368523945,353.83770296496385,297.87782161749516,0.6222910698688329,0.8028406011354238
batch_0000/rot_1197484.png,04233,04233d4113,rot,719.8487961307883,-712.2683762619012,367.1345141689575,-437.0312789167876,386.26555534409175,275.88213955205373,1.0775688965017711,0.8453157756591375
batch_0000/trans_1197484.png,04233,04233d4113,trans,722.4589424001634,-775.8457656369053,399.9101044286866,-454.3894336852398,353.4463200206731,299.73087619603575,0.6222910698688194,0.8028406011353938
batch_0000/flip_1197484.png,04233,04233d4113,flip,722.4589424001582,-666.192153535258,343.4918255671464,-454.38943368523576,553.5211974252454,198.19207711740034,0.6222910698688258,0.8028406011354036
batch_0000/orig_1197485.png,04233,04233d4114,orig,719.0303755159566,-777.0606934583004,400.5234641897981,-641.2103471083071,548.0478395882488,252.73847579852728,0.6462486455570691,0.6383306803278996
batch_0000/rot_1197485.png,04233,04233d4114,rot,718.6489812905263,-774.8805647590829,399.5360687567267,-640.5245256831599,548.6393308856775,252.21896927707925,0.66037816677102,0.6428542761391752
batch_0000/trans_1197485.png,04233,04233d4114,trans,719.0303755159539,-825.1449022599662,417.5006178353569,-641.2103471083032,590.9279365438512,223.8874064873297,0.6462486455570724,0.6383306803279175
batch_0000/flip_1197485.png,04233,04233d4114,flip,719.0303755159558,-658.753087650125,341.46208910274834,-641.2103471083049,732.3690722936552,160.72186040887482,0.646248645557063,0.6383306803279251
batch_0000/orig_1197486.png,07727,07727d1,orig,691.7125724787902,-768.6580197920871,416.37772783805684,-482.67970078604,576.717617093776,235.8986143205987,3.0221888460518396,2.385943505823066
batch_0000/rot_1197486.png,07727,07727d1,rot,757.5773526596007,-993.5168916214054,511.3876808524558,-511.1192687500553,509.87409473081857,274.93062878680166,5.165037735024907,3.2843074840077238
batch_0000/trans_1197486.png,07727,07727d1,trans,691.7125724787916,-762.7286623397523,406.9186221532912,-482.679700786038,572.5800885959312,232.1842126446573,3.02218884605185,2.3859435058230543
batch_0000/flip_1197486.png,07727,07727d1,flip,691.7125724787917,-612.6055233764984,338.4733956430867,-482.67970078603804,387.13341041334706,330.54260499934355,3.022188846051846,2.3859435058230383
batch_0000/orig_1197487.png,07727,07727d2,orig,692.0549474590656,-745.0294187984256,407.4807136279841,-487.90008043571333,586.0361191470458,233.50550026713762,3.2251639559255616,0.8202728564325185
batch_0000/rot_1197487.png,07727,07727d2,rot,694.1111160612826,-728.2910503899661,398.54645326606726,-489.1383932813797,599.496601231586,227.7759970298212,3.0534101660985047,0.754310613905541
batch_0000/trans_1197487.png,07727,07727d2,trans,692.0549474590641,-742.4513262077678,410.0019678410923,-487.90008043571305,584.2185588695415,238.50195100444392,3.225163955925567,0.8202728564325222
batch_0000/flip_1197487.png,07727,07727d2,flip,692.054947459065,-636.9178044088949,353.5093686319608,-487.9000804357083,388.23935397301494,332.2493541313591,3.2251639559255505,0.8202728564325349
batch_0000/orig_1197488.png,07727,07727d3,orig,641.7121749876437,-705.1248113144055,402.2846924297559,-475.96106898424483,574.3975485971706,236.5846540608554,3.848590595364466,1.5307449536768878
batch_0000/rot_1197488.png,07727,07727d3,rot,641.5288676158755,-696.5877544516057,398.04584423148856,-477.05021195080167,581.0351914260119,233.8330605500783,3.7706308967046915,1.4954720095292742
batch_0000/trans_1197488.png,07727,07727d3,trans,641.7121749876417,-696.576402934032,391.2475944954202,-475.9610689842469,568.0571521555543,234.0203904409009,3.848590595364476,1.5307449536768731
batch_0000/flip_1197488.png,07727,07727d3,flip,641.7121749876444,-576.2941881140463,337.97002975395117,-475.96106898424904,376.0372110307457,335.60985383034495,3.848590595364459,1.5307449536768702
batch_0000/orig_1197489.png,07727,07727d4,orig,723.03415676501,-707.5125292529885,382.61307139375094,-422.4301316254895,487.6009074977612,260.7866345579581,1.809936980425863,1.486125174125461
batch_0000/rot_1197489.png,07727,07727d4,rot,726.4787659555902,-681.0896387202624,368.5045072704184,-430.0377395657053,515.9462381255858,249.37427033726277,1.5287301409580738,1.4500498454617117
batch_0000/trans_1197489.png,07727,07727d4,trans,723.0341567650087,-659.0250596412832,357.7403237719427,-422.43013162549113,459.27227602355583,274.6988577004521,1.8099369804258616,1.4861251741254824
batch_0000/flip_1197489.png,07727,07727d4,flip,723.0341567650102,-736.29630253714,396.9824707129485,-422.43013162549005,355.9392615918892,326.51459685003016,1.8099369804258685,1.4861251741254626
batch_0000/orig_1197490.png,07727,07727d5,orig,607.7614406688957,-592.2363217458683,358.0060365310552,-510.5022917813357,570.6203454245101,242.93420123897724,3.517980187901151,0.8466893031030043
batch_0000/rot_1197490.png,07727,07727d5,rot,672.8174019802344,-499.87851282220333,294.6621216862987,-568.8614215813507,726.7826117527144,185.6357254176888,1.929041280145366,0.19819452546037725
batch_0000/trans_1197490.png,07727,07727d5,trans,607.7614406688933,-551.857578167084,346.98309497422224,-510.50229178133276,536.7033514251316,269.30644788641075,3.5179801879011543,0.8466893031030409
batch_0000/flip_1197490.png,07727,07727d5,flip,607.7614406688936,-621.3873050898303,372.5587539972994,-510.50229178133395,448.78891847634327,303.7547339107573,3.517980187901158,0.8466893031030116
batch_0000/orig_1197491.png,07727,07727d6,orig,610.3356303137859,-562.4387523663586,293.7688310976438,-381.7598794676073,356.01710074250576,275.4470648887251,0.17581686136980412,0.8079071063912802
batch_0000/rot_1197491.png,07727,07727d6,rot,700.4958794247749,-523.0582243312688,248.2813872056443,-400.81770898314863,490.7768245988273,214.15626552265232,0.42195252835397196,0.9598980448470962
batch_0000/trans_1197491.png,07727,07727d6,trans,610.3356303137853,-585.4854964516047,317.8295738177628,-381.7598794676097,370.4326482005219,281.8133556954636,0.17581686136979702,0.8079071063912592
batch_0000/flip_1197491.png,07727,07727d6,flip,610.3356303137882,-656.325209416485,340.63871082813614,-381.7598794676092,406.3096585693741,250.3400770360937,0.17581686136981522,0.8079071063912648
batch_0000/orig_1197492.png,07727,07727d7,orig,617.8339102800078,-562.9468434966261,290.8401052408947,-508.51109679806547,480.0635926335705,250.00058217120915,0.5072090675406549,2.5921417534250675
batch_0000/rot_1197492.png,07727,07727d7,rot,618.40701781738,-635.6033177223965,327.31561269347424,-514.1204680014293,423.1640935920754,281.03116268308463,0.8095166548271077,2.2483274159685425
batch_0000/trans_1197492.png,07727,07727d7,trans,617.833910280013,-580.7328291313912,286.9461866881419,-508.51109679806524,494.702431506411,230.86039593072906,0.5072090675406472,2.592141753425081
batch_0000/flip_1197492.png,07727,07727d7,flip,617.8339102800096,-670.7902460937659,344.67755388118513,-508.511096798067,535.3695037850674,222.39083433854813,0.5072090675406551,2.592141753425083
batch_0000/orig_1197493.png,07727,07727d8,orig,541.4424574843783,-488.18610454272954,275.9918020685254,-532.4282066009816,494.98167001806826,249.7378557134486,2.0180674018243043,2.8347426919217593
batch_0000/rot_1197493.png,07727,07727d8,rot,546.313733137167,-547.9004547991511,304.6853819154538,-530.4870413873876,446.4941468726274,274.27553514013255,1.6333824791817366,2.52341734539293
batch_0000/trans_1197493.png,07727,07727d8,trans,541.4424574843774,-522.8527394150731,285.99747862722404,-532.4282066009814,529.0711544662021,227.16861187829096,2.01806740182431,2.8347426919217593
batch_0000/flip_1197493.png,07727,07727d8,flip,541.4424574843744,-593.0068027463849,328.3202599998825,-532.4282066009815,568.2109050382668,213.18044854320885,2.0180674018243154,2.8347426919217718
batch_0000/orig_1197494.png,07727,07727d9,orig,601.6125840983216,-554.6910632611991,290.80416192340107,-481.12201809242407,435.92126640140424,263.01743802394384,0.7917505205817077,0.3384260503762391
batch_0000/rot_1197494.png,07727,07727d9,rot,613.9163744632649,-686.9785478215991,353.6504964645626,-517.7167425363808,364.43685761821973,311.93685656217235,1.3515069519010436,0.09899273418151461
batch_0000/trans_1197494.png,07727,07727d9,trans,601.612584098323,-538.1235312206602,286.8814169519117,-481.1220180924213,422.671868598159,272.5294228673222,0.7917505205817104,0.3384260503762113
batch_0000/flip_1197494.png,07727,07727d9,flip,601.6125840983213,-646.6540656101371,336.7138170022851,-481.12201809242276,524.8192634769036,218.6378910464087,0.7917505205817134,0.338426050376227
batch_0000/orig_1197495.png,07727,07727d10,orig,505.8725763342666,-446.5120633348198,257.2354761426583,-402.11484472855983,392.4884450074385,259.72900839015205,2.233977172110455,3.092148819432536
batch_0000/rot_1197495.png,07727,07727d10,rot,511.15437756052273,-398.7790214577317,231.37296698133486,-411.4821768744059,450.6895437679056,233.376214161143,2.650739359940088,3.2681205534028552
batch_0000/trans_1197495.png,07727,07727d10,trans,505.8725763342656,-412.7946012831517,245.7476887637477,-402.1148447285614,365.68665212158004,275.193354054391,2.2339771721104524,3.092148819432509
batch_0000/flip_1197495.png,07727,07727d10,flip,505.8725763342665,-563.6522375326687,315.7140474804906,-402.11484472856193,410.484635559906,250.744972637788,2.2339771721104564,3.0921488194324986
batch_0000/orig_1197496.png,07117,07117d1,orig,654.1360456807649,-704.8573481521456,338.44282015941906,-316.32787015299624,408.21630662313027,240.34983466968546,0.5080832375177793,1.961595290158088
batch_0000/rot_1197496.png,07117,07117d1,rot,723.193354314426,-656.1787681194653,294.89349250510656,-362.66145896124254,580.7284368764533,172.55325121381534,0.1309639959250757,1.927685460975287
batch_0000/trans_1197496.png,07117,07117d1,trans,654.1360456807665,-682.352561365107,326.5756992110556,-316.327870152994,397.3334156410494,247.342547357731,0.5080832375177847,1.9615952901581024
batch_0000/flip_1197496.png,07117,07117d1,flip,654.136045680765,-601.3705680666318,286.78027916360395,-316.32787015299624,223.45090908863398,332.5881854701098,0.5080832375177846,1.961595290158111
batch_0000/orig_1197497.png,07117,07117d2,orig,622.2183200993708,-681.1893985529305,334.6940097045518,-325.3359266379578,415.48884028812705,237.7258505163018,1.0215360223591767,2.5574635409314945
batch_0000/rot_1197497.png,07117,07117d2,rot,646.0806298795685,-643.4237191089765,309.47269564647434,-342.16637258937794,496.15956650393053,204.2841111351954,0.7008901376384823,2.5093664913561406
batch_0000/trans_1197497.png,07117,07117d2,trans,622.2183200993696,-716.162778062185,354.78784697710245,-325.335926637957,433.7751820153962,226.25047871932716,1.0215360223591643,2.5574635409315016
batch_0000/flip_1197497.png,07117,07117d2,flip,622.2183200993704,-561.3028093954997,274.844376523616,-325.3359266379607,234.16633821704664,328.24544334709987,1.021536022359166,2.557463540931496
batch_0000/orig_1197498.png,07117,07117d3,orig,616.316195033065,-686.0091954041341,341.455593462093,-370.09432900917824,475.8364884713857,217.65684371798528,1.4053959237684188,1.311558922187584
batch_0000/rot_1197498.png,07117,07117d3,rot,653.5113258797218,-829.1798511593735,401.5477559032402,-367.9165834654011,375.5043746084051,265.428733623669,1.923641857931504,1.4534842369055745
batch_0000/trans_1197498.png,07117,07117d3,trans,616.3161950330649,-681.2756110461486,336.92884061792915,-370.0943290091774,472.99399830011345,217.57729152003256,1.4053959237684155,1.3115589221875956
batch_0000/flip_1197498.png,07117,07117d3,flip,616.3161950330657,-544.6972065525176,270.909999027575,-370.09432900917915,263.19562476881754,323.811149894502,1.4053959237684313,1.3115589221875992
batch_0000/orig_1197499.png,07117,07117d4,orig,635.5617779693467,-693.919434394757,333.808487732158,-318.8547910523204,406.42970399921234,237.4447116703009,1.0573454187453883,1.022655274001414
batch_0000/rot_1197499.png,07117,07117d4,rot,637.8384249988238,-682.6275226142197,327.6280503580099,-321.0558713944403,422.85829669855303,230.22456309381775,0.9997278162499071,1.008248221711495
batch_0000/trans_1197499.png,07117,07117d4,trans,635.5617779693436,-681.0648638742604,340.3616060442237,-318.85479105232133,399.98069850603366,255.02779315279548,1.0573454187453748,1.0226552740014236
batch_0000/flip_1197499.png,07117,07117d4,flip,635.561777969344,-575.2179909877798,274.5505015313314,-318.8547910523217,230.28345688339076,325.38022097265343,1.0573454187453708,1.0226552740014299
batch_0000/orig_1197500.png,07117,07117d5,orig,679.4787735997961,-741.7973718704425,344.0635695472862,-284.6806655406588,388.6842080425871,236.1342549405132,0.649946375843267,0.8127676109737636
batch_0000/rot_1197500.png,07117,07117d5,rot,688.742356757237,-715.7768276323654,328.73799940018574,-294.3312254917731,436.8996584948338,215.97818108405647,0.4576139752317282,0.7909958720694731
batch_0000/trans_1197500.png,07117,07117d5,trans,679.4787735997919,-773.5540193973569,356.54641366371607,-284.68066554066064,401.98926466033663,221.67305693276597,0.6499463758432802,0.8127676109737806
batch_0000/flip_1197500.png,07117,07117d5,flip,679.4787735997947,-615.0368041616485,280.78231738641205,-284.6806655406616,179.7874959589193,340.4194104260323,0.6499463758432715,0.8127676109737807
batch_0000/orig_1197501.png,07117,07117d6,orig,740.2493686187547,-744.8468072568053,325.5402804829026,-343.16058354715886,302.4033205561356,293.34665774683083,0.5745487693839924,1.5914401287706919
batch_0000/rot_1197501.png,07117,07117d6,rot,769.9873649335539,-856.1639180963828,372.79808770864304,-365.74657803408087,239.90897457106144,332.8366664603037,1.2121737184554016,1.533358284005911
batch_0000/trans_1197501.png,07117,07117d6,trans,740.2493686187534,-781.2205961024505,332.16764248972993,-343.1605835471602,319.2652742912467,273.59058094008327,0.5745487693839931,1.5914401287706768
batch_0000/flip_1197501.png,07117,07117d6,flip,740.249368618752,-733.3386507037686,319.79519295369175,-343.1605835471586,382.84546971459605,253.1884285966304,0.5745487693839934,1.5914401287706643
batch_0000/orig_1197502.png,07117,07117d7,orig,631.3614853695406,-623.7042807343631,291.9472219117463,-253.7940782247096,217.52225869978764,312.30667522259375,2.0329718263237355,0.7761116588064841
batch_0000/rot_1197502.png,07117,07117d7,rot,649.4881378160879,-727.5410385092066,338.4496431207026,-274.480952377432,145.36986020689423,356.1600594678769,1.628176442386097,0.7410849761784433
batch_0000/trans_1197502.png,07117,07117d7,trans,631.3614853695411,-588.7166107856452,270.63561242756833,-253.7940782247103,203.45794902992074,313.62429632926023,2.0329718263237178,0.776111658806498
batch_0000/flip_1197502.png,07117,07117d7,flip,631.3614853695419,-637.0456853629394,298.6075012536677,-253.79407822470804,289.2727912551771,276.4874640484576,2.032971826323733,0.7761116588065124
