filepath,pupil_x,pupil_y,pupil_r,iris_x,iris_y,iris_r
batch_00/000000002712.png,154.634,120.2932,27.2538,159.0834,119.4438,73.9519
batch_00/000000002720.png,163.2,120.0,21.9376,167.4798,117.8301,74.1496
batch_00/000000002738.png,155.2,120.423,24.0946,161.0619,120.2206,75.9182
batch_00/000000002742.png,140.8,122.6857,23.209,144.6638,117.9863,75.415
batch_00/000000002743.png,180.0,120.0,25.2029,183.9483,118.9363,74.0057
batch_00/000000005413.png,136.0008,120.0,25.6055,138.7647,121.6,75.0724
batch_00/000000005419.png,125.601,120.0,20.9279,128.7403,124.1929,71.3479
batch_00/000000005420.png,152.0011,120.0,22.6191,156.0102,121.6145,74.0087
batch_00/000000005422.png,152.0,120.0,22.127,157.5946,126.2756,72.8812
batch_00/000000005423.png,152.0,120.0,22.127,157.1737,125.589,73.7771
batch_00/000000005424.png,122.4007,120.0,22.3894,125.583,125.6904,73.7323
batch_00/000000005427.png,152.0011,120.0,22.6191,157.3574,123.1648,73.1677
batch_00/000000005428.png,152.0013,120.0,23.0059,157.3557,122.3193,73.8188
batch_00/000000005431.png,152.0012,120.0,22.0834,157.1255,124.0288,73.6611
batch_00/000000005432.png,152.0,120.0,22.127,156.4782,123.4776,73.6501
batch_00/000000005433.png,121.6,120.0,22.6719,126.4161,126.4028,74.0266
batch_00/000000005435.png,152.0008,120.0,22.4579,157.5896,124.0034,73.3894
batch_00/000000005436.png,152.0,120.0,22.127,157.5836,124.0885,73.9512
batch_00/000000005437.png,152.0,120.0006,22.4509,155.981,125.1933,73.3058
batch_00/000000005438.png,152.0007,120.0,22.3894,157.2592,124.0976,74.4454
batch_00/000000005439.png,152.0,120.0,22.5592,157.262,124.876,73.2125
batch_00/000000005443.png,152.0,120.0,22.127,157.7527,125.0154,73.5276
batch_00/000000005445.png,150.4008,120.0,22.4579,154.3532,123.4055,73.4678
batch_00/000000005447.png,136.0,120.0,21.9376,140.3374,121.3426,72.7034
batch_00/000000005448.png,134.4,120.0,21.9376,137.6895,121.8815,72.9445
batch_00/000000005449.png,128.0011,120.0,22.3677,132.6874,119.7524,73.9225
batch_00/000000005450.png,132.8,120.0,21.6376,135.4134,120.9007,73.755
batch_00/000000005451.png,128.8,120.0,21.9376,131.3619,121.105,74.301
batch_00/000000005452.png,128.8,120.0,22.3543,131.9753,117.2186,73.887
batch_00/000000005453.png,131.2006,120.0006,22.7874,134.5021,119.4826,73.7026
batch_00/000000005454.png,120.8006,120.0006,21.3838,119.1245,113.7355,75.4443
batch_00/000000005455.png,134.4,120.0,21.9376,138.157,121.612,72.609
batch_00/000000005456.png,134.4,120.0,21.9376,138.6557,122.4051,71.1552
batch_00/000000005457.png,120.8006,120.0006,21.3838,120.6068,115.6593,72.7188
batch_00/000000005458.png,120.8,120.0,21.7293,121.4398,116.947,72.6623
batch_00/000000005459.png,120.8006,120.0006,21.3838,120.9711,117.6387,72.0971
batch_00/000000005461.png,135.2,120.0,21.9376,138.7316,121.8037,72.0954
batch_00/000000005462.png,135.2,120.0,21.6376,138.2862,120.0714,73.3843
batch_00/000000005463.png,120.0008,120.0,21.5478,121.1579,115.893,74.2908
batch_00/000000005465.png,120.8,120.0,21.7293,121.1051,116.114,72.8238
batch_00/000000005466.png,135.2006,120.0006,21.3838,139.1079,122.305,71.2446
batch_00/000000005467.png,135.2006,120.0006,21.3838,138.4834,122.4063,72.9498
batch_00/000000005468.png,135.2,120.0,21.7293,138.5966,120.3361,72.5508
batch_00/000000005470.png,134.4006,120.0006,21.3838,139.1151,118.702,72.7021
batch_00/000000005471.png,134.4,120.0008,21.5478,139.8523,118.8108,73.5542
batch_00/000000005473.png,135.2,120.0,21.7293,138.9939,119.3807,73.8054
batch_00/000000005474.png,116.8,120.0,21.7293,113.0146,110.3999,79.1747
batch_00/000000005479.png,139.2006,120.0006,20.6554,144.4743,120.3085,74.134
batch_00/000000005481.png,139.2,120.0,19.8015,145.8554,119.6954,74.149
batch_00/000000005501.png,140.0,120.0,19.8015,143.5195,121.0004,74.571
batch_00/000000005511.png,140.0,120.0007,20.0174,147.2287,115.3642,77.5132
batch_00/000000005519.png,104.8,120.0006,19.9219,108.0,121.6302,75.6552
batch_00/000000005520.png,149.6,120.0006,19.9219,154.7974,120.8,75.2669
batch_00/000000005522.png,149.6,120.0006,19.9219,155.1617,122.0821,74.397
batch_00/000000005523.png,104.8,120.0006,19.9219,108.5467,122.8526,74.4446
batch_00/000000005524.png,149.6009,120.0009,20.5046,154.0146,122.7795,73.7985
batch_00/000000005525.png,150.4006,120.0005,20.9213,155.1175,122.5037,74.2443
batch_00/000000005529.png,149.601,120.0,20.9342,153.35,121.3174,74.2953
batch_00/000000005530.png,149.601,120.0,20.9342,154.8749,123.12,74.1641
batch_00/000000005531.png,104.0007,120.0,20.0174,105.7958,122.7144,72.7683
batch_00/000000005533.png,150.4005,120.0003,20.818,154.8913,123.7798,73.0952
batch_00/000000005535.png,149.6008,120.0,20.8018,154.5266,121.9666,74.3634
batch_00/000000005536.png,149.6,120.0,21.163,154.3008,122.4971,73.7985
batch_00/000000005537.png,104.0,120.0006,19.9219,108.7894,122.2084,73.7628
batch_00/000000005543.png,150.4006,120.0005,20.9213,154.2432,123.2092,74.3
batch_00/000000005544.png,152.001,120.0,20.9279,156.1144,121.6851,73.7428
batch_00/000000005547.png,152.801,120.0,20.9279,157.1944,123.5896,74.4766
batch_00/000000005549.png,152.801,120.0,20.9279,157.7458,123.6338,74.155
batch_00/000000005554.png,153.6,120.0,21.1217,157.2086,121.2244,75.4259
batch_00/000000005556.png,152.801,120.0,20.9279,156.3906,122.7746,74.276
batch_00/000000005558.png,152.0006,120.0005,20.9213,157.4693,121.8198,74.9144
batch_00/000000005560.png,101.6,120.0006,19.9219,104.2478,122.9502,74.6469
batch_00/000000005561.png,100.8,120.0006,19.9219,104.3306,123.089,74.9298
batch_00/000000005562.png,152.801,120.0,20.9342,156.718,120.8594,75.4736
batch_00/000000005566.png,152.0006,120.0005,20.9213,155.9875,121.9962,73.731
batch_00/000000005568.png,152.8,120.0,20.6662,157.5888,122.6001,75.1546
batch_00/000000005571.png,152.8008,120.0,20.8018,156.8686,123.3711,75.0729
batch_00/000000005574.png,101.6,120.0006,19.9219,104.7997,122.373,75.2002
batch_00/000000005576.png,152.801,120.0,20.9342,158.2382,122.7341,74.3485
batch_00/000000005578.png,153.6,120.001,20.9342,157.0162,121.8698,73.7912
batch_00/000000005579.png,101.6,120.0006,19.9219,104.4315,122.6805,74.594
batch_00/000000005581.png,152.8005,120.0006,20.9279,156.8797,124.1172,73.7502
batch_00/000000005583.png,152.801,120.0,20.9279,157.247,123.2401,73.0105
batch_00/000000005585.png,152.8008,120.0,20.749,158.0763,122.949,73.9666
batch_00/000000005586.png,152.801,120.0,20.9342,156.8996,122.5275,74.4942
batch_00/000000005589.png,152.8008,120.0,20.8018,157.1222,123.2388,74.8727
batch_00/000000005590.png,152.8,120.0006,19.9219,156.376,121.2354,74.1649
batch_00/000000005591.png,153.6006,120.0005,20.9213,157.4389,122.8766,74.2182
batch_00/000000005593.png,154.4009,120.0,20.5474,158.5704,120.3118,75.1726
batch_00/000000005596.png,164.0,120.0,21.7293,168.8006,122.1832,73.6738
batch_00/000000005597.png,177.6,120.001,20.9342,180.2249,124.1186,73.0971
batch_00/000000005617.png,182.4011,120.0,23.7285,187.9961,122.6207,74.5862
batch_00/000000008194.png,168.801,120.0,25.2897,174.8874,116.3727,79.4471
batch_00/000000008196.png,164.0,120.0,25.1375,166.5,122.1307,75.0966
batch_00/000000008197.png,110.4,120.0,26.7325,114.6972,125.9809,76.9483
batch_00/000000008200.png,177.6,120.0,25.9671,182.9253,116.9308,78.3128
batch_00/000000008201.png,143.2006,120.0,25.6028,145.6678,120.6644,78.1786
batch_00/000000008203.png,147.2,120.0008,22.4504,149.1086,124.6693,73.8627
batch_00/000000008209.png,168.8,120.0,25.9741,172.4899,117.8491,77.9884
batch_00/000000008210.png,134.4,120.0,25.9199,135.1586,121.1702,74.0054
batch_00/000000008211.png,182.4006,120.0,25.5388,185.8305,120.9518,77.9335
batch_00/000000008217.png,134.4013,120.0002,28.3487,137.343,122.3936,76.7972
batch_00/000000008227.png,112.0011,120.0,25.144,112.6104,122.4709,75.3249
batch_00/000000008228.png,156.0,120.0007,26.3218,157.4665,120.9194,76.0226
batch_00/000000008229.png,156.8008,120.0,24.0255,157.703,122.3012,74.2675
batch_00/000000008230.png,116.8008,120.0,24.7807,116.5868,122.3128,75.167
batch_00/000000008231.png,136.8,120.0,22.4509,137.813,120.8612,75.9574
batch_00/000000008232.png,161.6,120.0013,23.0059,163.9034,117.5206,77.6548
batch_00/000000008234.png,136.801,120.0,26.8369,137.23,123.1431,78.0818
batch_00/000000008235.png,173.6,120.0,23.5487,177.7417,118.9554,76.7754
batch_00/000000008237.png,166.4008,120.0,24.843,174.786,112.8366,82.2964
batch_00/000000008243.png,164.8006,120.0,26.3564,165.7915,120.385,76.0829
batch_00/000000008244.png,158.4,120.0006,25.5903,160.1952,119.0079,75.5684
batch_00/000000008246.png,136.0013,120.0,28.4582,139.11,121.0338,77.8421
batch_00/000000008249.png,148.0,120.0003,25.525,148.4098,123.8146,74.6052
batch_00/000000008250.png,126.3999,120.7999,25.4773,128.1369,121.6666,76.6075
batch_00/000000008253.png,128.3891,119.6092,27.5145,131.2871,120.1376,76.3821
batch_00/000000010904.png,179.2,120.0,24.6845,184.0092,119.9686,76.4557
batch_00/000000010905.png,136.0008,120.0,24.843,137.9165,118.8846,78.817
batch_00/000000010907.png,180.0004,120.0,26.3928,186.6302,120.2359,77.894
batch_00/000000010908.png,128.001,120.0,25.3558,129.6945,114.0107,75.7372
batch_00/000000010910.png,161.6,120.0,25.9199,166.7958,118.7641,77.5348
batch_00/000000010911.png,153.6,120.0012,23.6719,160.9668,105.9226,80.9271
batch_00/000000010912.png,172.8008,120.0,24.1088,176.6241,118.6461,79.6106
batch_00/000000010914.png,153.6006,120.0006,22.7874,158.5128,119.9278,76.9819
batch_00/000000010915.png,146.4,120.0,23.6898,150.3812,120.6002,77.8063
batch_00/000000010916.png,144.8,120.0,21.9376,148.8,118.4,76.94
batch_00/000000010918.png,169.6,120.0,23.6898,174.0073,119.2,79.2817
batch_00/000000010919.png,154.4,120.0,21.3489,159.3874,124.3136,80.4637
batch_00/000000010920.png,161.6,120.0007,22.3894,166.4042,117.9727,79.1499
batch_00/000000010921.png,162.4006,120.0006,22.7874,166.3822,121.5863,78.8653
batch_00/000000010922.png,126.4,120.0,25.1602,127.2347,114.0599,76.3819
batch_00/000000010923.png,191.2,120.0004,24.7807,205.4991,109.1449,84.9389
batch_00/000000010924.png,168.0006,120.0006,22.7874,172.7934,121.3611,78.137
batch_00/000000010925.png,168.0006,120.0006,22.7874,171.9823,117.1924,78.8761
batch_00/000000010927.png,166.4006,120.0006,23.6315,172.5865,119.0594,77.4094
batch_00/000000010928.png,125.6,120.0007,23.1996,130.141,118.4005,76.2675
batch_00/000000010929.png,128.0,120.0,23.5487,130.4,121.5909,77.7933
batch_00/000000010930.png,144.0,120.0,21.9376,148.8006,120.7857,77.853
batch_00/000000010932.png,144.0007,120.0,22.3374,149.0751,121.0005,79.1592
batch_00/000000010936.png,164.0,120.0,21.1217,167.6198,117.6034,80.4378
batch_00/000000010938.png,144.8009,120.0,20.5474,147.783,120.7828,78.5025
batch_00/000000010939.png,136.0,120.0006,19.9219,138.4814,119.9325,78.4422
batch_00/000000010945.png,166.4008,120.0,23.143,172.911,119.2966,78.031
batch_00/000000010947.png,129.6006,120.0006,22.7874,132.1941,120.769,76.7894
batch_00/000000010948.png,168.0,120.0002,23.1558,172.8965,119.9071,78.5622
batch_00/000000010950.png,116.8006,120.0004,21.3671,119.1678,116.2672,74.5799
batch_00/000000010951.png,154.4006,120.0006,22.7874,156.8286,120.0112,79.6311
batch_00/000000010956.png,127.2008,120.0,27.6009,130.2642,123.349,76.7458
batch_00/000000010958.png,163.2006,120.0006,23.6315,166.2222,121.3258,80.5958
batch_00/000000010966.png,125.6008,120.0,24.1088,128.7051,120.7043,77.706
batch_00/000000010969.png,184.0006,120.0005,20.9213,189.0746,119.4904,81.0655
batch_00/000000016358.png,149.0171,119.9911,21.227,152.125,128.2843,75.5254
batch_00/000000016359.png,149.6,120.0006,19.9219,154.6335,128.324,76.1134
batch_00/000000016362.png,145.6,120.0,21.5506,147.7986,125.3267,74.8376
batch_00/000000016370.png,228.8008,120.0,21.5541,237.9274,114.0774,80.3134
batch_00/000000016371.png,228.8,120.0,22.127,235.4765,113.601,80.6097
batch_00/000000016372.png,228.8,120.0,21.7293,233.1755,116.4794,78.7834
batch_00/000000016388.png,196.8011,120.0,23.7285,204.893,120.1426,82.9698
batch_00/000000016405.png,186.4,120.0,21.7293,189.3898,123.6806,76.9746
batch_00/000000016406.png,186.4006,120.0006,21.3838,189.9151,134.0939,76.6745
batch_00/000000016407.png,186.4,120.0,21.7087,188.3898,123.3288,77.0228
batch_00/000000016412.png,186.401,120.0,20.9342,190.8912,128.7581,76.2514
batch_00/000000016413.png,172.8,120.0,21.6376,177.8767,121.2401,78.0486
batch_00/000000016416.png,174.4006,120.0006,21.3838,175.8443,129.8903,74.0918
batch_00/000000016418.png,224.8,120.0,20.6662,228.3006,143.3019,78.9286
batch_00/000000016421.png,224.7834,120.1876,21.0352,234.1618,109.5774,80.8138
batch_00/000000016422.png,225.6,120.0002,20.6779,228.7527,113.8625,76.4949
batch_00/000000016423.png,204.0005,120.0006,20.9213,209.3296,119.9729,76.9286
batch_00/000000016424.png,167.2,120.0,20.7912,168.189,124.3526,74.6962
batch_00/000000016425.png,168.0,120.0,21.7087,169.8536,126.4389,73.8999
batch_00/000000016435.png,159.2009,120.0,20.5474,164.4969,124.1738,73.0825
batch_00/000000016439.png,164.0006,120.0,19.9219,165.2125,123.574,74.3742
batch_00/000000016450.png,166.4,120.0,21.163,170.859,128.7816,74.9398
batch_00/000000016451.png,188.8006,120.0006,20.6554,194.2139,119.1917,78.083
batch_00/000000016464.png,172.0,120.0006,19.9219,175.336,127.6616,74.7337
batch_00/000000019114.png,124.0,120.0,21.7293,132.687,131.1497,76.4486
batch_00/000000019117.png,168.0005,120.0,24.3688,174.2974,129.0426,77.978
batch_00/000000019119.png,132.8,120.0,24.0882,143.2054,124.5927,77.8087
batch_00/000000019120.png,124.0011,120.0,22.3677,132.9661,124.8686,77.4542
batch_00/000000019123.png,192.0,120.0,22.7929,192.9942,127.0375,79.2717
batch_00/000000019126.png,155.2,120.0,21.1217,162.1444,123.9796,77.3649
batch_00/000000019129.png,152.8005,120.0006,20.9213,159.6166,124.8314,78.2056
batch_00/000000019130.png,188.8,120.0,21.4391,191.6128,123.3775,75.9849
batch_00/000000019131.png,177.6,120.8008,24.1088,179.661,117.3901,76.5657
batch_00/000000019132.png,148.8008,120.0,25.6055,156.0242,119.4374,77.053
batch_00/000000019134.png,152.0,120.0,23.6898,157.3434,122.1815,75.8499
batch_00/000000019136.png,158.4,120.0008,23.3198,164.6854,127.441,76.0062
batch_00/000000019137.png,169.6,120.001,22.7472,174.9374,124.5765,76.9026
batch_00/000000019138.png,157.6,120.0004,23.193,164.0745,122.7139,76.7642
batch_00/000000019146.png,160.0004,120.0,25.1976,163.7035,120.8359,77.071
batch_00/000000019149.png,184.8006,120.0006,22.7874,190.2174,117.205,76.9562
batch_00/000000019154.png,155.2,120.0008,23.9954,161.3434,121.3672,77.1531
batch_00/000000019162.png,143.2006,120.0006,23.6315,147.235,129.879,76.8784
batch_00/000000019163.png,156.0,120.001,20.9342,160.1388,125.6881,75.4818
batch_00/000000019164.png,170.4,120.0,21.7293,176.341,126.8296,77.3954
batch_00/000000019166.png,149.8171,119.9911,21.227,157.0764,122.0692,77.699
batch_00/000000019170.png,148.8,120.0007,20.0174,154.5741,125.8638,76.7578
batch_00/000000019171.png,168.0004,120.0003,20.8892,175.2718,125.049,77.8526
batch_00/000000019173.png,196.0006,120.0006,21.3838,201.5788,122.7778,78.2862
batch_00/000000019180.png,145.6006,120.0006,22.7874,152.0146,126.9482,76.8064
batch_00/000000019181.png,174.4,120.0007,23.314,178.3982,124.9637,76.8207
batch_00/000000019182.png,171.2,120.0009,20.5474,174.785,122.4141,76.1741
batch_00/000000019188.png,160.0008,120.0,23.143,166.9239,126.8141,76.728
batch_00/000000019190.png,151.2,120.0,19.8015,158.1484,120.7716,75.927
batch_00/000000021841.png,179.2006,120.0006,23.6315,181.1243,124.6068,75.9682
batch_00/000000021842.png,146.4007,120.0,23.314,150.2464,123.7726,74.7765
batch_00/000000021843.png,152.0011,120.0,23.4994,157.3813,124.6234,76.1267
batch_00/000000021844.png,180.0,120.8008,24.1088,181.8481,125.0365,77.2254
batch_00/000000021847.png,146.4,120.0,22.3543,151.2157,122.8118,74.3485
batch_00/000000021852.png,151.9821,120.2334,23.7854,155.7293,123.0447,71.9226
batch_00/000000021853.png,129.6006,120.0006,22.7874,134.2584,122.2312,74.4652
batch_00/000000021855.png,168.0007,120.0,20.721,170.6462,116.7626,72.6643
batch_00/000000021856.png,152.0003,120.0004,20.8892,156.4019,122.8091,74.5535
batch_00/000000021857.png,154.4,120.0,20.7912,161.1186,120.9169,74.7738
batch_00/000000021871.png,149.6,120.0,21.1217,155.9607,115.0686,76.0725
batch_00/000000021873.png,151.2,120.0008,21.5478,155.5802,118.0075,72.6744
batch_00/000000021883.png,142.4,120.0,21.9376,145.0821,116.065,69.6988
batch_00/000000021884.png,119.2,120.0,22.127,124.2887,120.6738,73.1646
batch_00/000000021885.png,180.0,120.0,21.7293,181.8878,122.5594,76.8729
batch_00/000000021887.png,186.4,120.0,20.4612,188.5523,122.4694,75.9838
batch_00/000000021889.png,169.6,120.0006,19.9219,170.9932,120.7618,76.1197
batch_00/000000021895.png,108.8,120.0,24.4715,116.291,119.4142,72.6127
batch_00/000000021898.png,132.0,120.0,22.4266,139.0584,124.1696,73.7286
batch_00/000000021899.png,131.2,120.0,21.6376,136.0641,122.0691,73.3726
batch_00/000000021900.png,168.0006,120.0006,21.3838,170.8551,122.8149,76.549
batch_00/000000021901.png,195.2,120.0,20.6662,197.1137,124.6111,75.8478
batch_00/000000021906.png,147.2,120.0,24.5142,151.6786,122.2454,74.726
batch_00/000000021907.png,176.8,120.0,21.7087,177.7394,123.9776,76.5436
batch_00/000000021911.png,204.8,120.001,21.8026,211.9606,114.3478,79.6093
batch_00/000000024571.png,142.4,120.0,23.6898,144.1132,119.9777,73.387
batch_00/000000024576.png,185.6,120.0,26.234,188.9048,120.3863,73.7085
batch_00/000000024579.png,163.2,120.0,22.539,165.9761,116.0957,72.6772
batch_00/000000024580.png,145.6,120.0013,27.5118,147.3705,114.5915,75.42
batch_00/000000024582.png,161.6,120.8,29.755,162.7598,119.6938,69.3869
batch_00/000000024583.png,128.0,120.0,31.9973,127.897,122.4534,73.9607
batch_00/000000024584.png,179.2006,120.0,25.5388,183.2003,120.7148,73.4695
batch_00/000000024585.png,121.6006,120.0,26.2417,123.3408,119.89,73.4786
batch_00/000000024586.png,181.6006,120.0,24.8533,187.0022,111.963,74.0692
batch_00/000000024588.png,159.9192,119.8998,26.485,163.4003,123.9531,72.4887
batch_00/000000024590.png,179.2,120.0,27.9249,184.4944,103.7555,77.5044
batch_00/000000024591.png,159.2004,120.0004,29.8028,164.5259,111.6971,76.5349
batch_00/000000024594.png,133.6,120.3886,31.2058,132.899,117.4409,74.6618
batch_00/000000024598.png,180.8,120.0,29.3469,186.1893,109.2654,78.5265
batch_00/000000024602.png,163.2334,120.3983,27.5982,165.6094,119.5294,71.3026
batch_00/000000024603.png,131.2043,119.9894,29.6752,132.9453,120.3742,74.2739
batch_00/000000024604.png,177.0094,120.0004,28.6597,181.2187,113.326,74.883
batch_00/000000024606.png,127.9963,119.6004,31.6431,128.719,118.9159,73.9173
batch_00/000000024611.png,134.8231,121.9834,32.5108,137.0698,128.7231,74.8289
batch_00/000000024613.png,128.0,120.0,34.0402,128.114,121.4322,74.5001
batch_00/000000024616.png,124.6666,120.4828,35.0761,123.6442,123.5978,74.0575
batch_00/000000024618.png,148.8,120.0006,27.306,150.7185,117.534,74.7391
batch_00/000000024619.png,132.4307,119.5844,27.389,134.2614,124.8474,76.4584
batch_00/000000024620.png,162.0615,120.0,25.274,165.057,122.5299,72.5835
batch_00/000000024624.png,120.0006,120.0,26.3999,121.874,117.8867,74.6899
batch_00/000000024629.png,161.601,120.0,24.5708,164.4542,120.2154,72.2535
batch_00/000000024630.png,122.4469,120.0,28.0006,121.554,123.1265,75.431
batch_00/000000024631.png,115.2,120.0,31.5473,115.9282,120.1129,73.8374
batch_00/000000024633.png,129.6,120.0,25.787,129.7902,116.7783,74.7904
batch_00/000000024634.png,112.8,120.0,27.7823,115.1137,116.8743,73.4691
batch_00/000000024635.png,159.2,120.0,25.173,165.1438,110.7032,76.8244
batch_00/000000024636.png,120.1102,120.1102,24.5282,122.9202,116.2783,74.6608
batch_00/000000024637.png,198.4008,120.0,24.1088,204.1872,114.4727,77.0893
batch_00/000000024639.png,122.751,120.8,32.3137,122.4188,123.807,75.1261
batch_00/000000024640.png,131.2,120.0,30.6965,132.2218,117.0133,74.0872
batch_00/000000024642.png,128.0066,120.3993,31.6107,127.7146,117.4905,74.6781
batch_00/000000024644.png,140.0008,120.0,31.1464,141.2025,116.9532,74.3854
batch_00/000000027292.png,119.2,120.0,25.9982,121.5875,115.4161,81.6563
batch_00/000000027294.png,156.8,120.0,26.9814,167.317,112.2179,83.5267
batch_00/000000027296.png,118.4006,120.0,25.5388,120.0534,117.2598,80.0862
batch_00/000000027297.png,118.4,120.0,25.9982,121.7498,113.1569,81.1703
batch_00/000000027304.png,171.2,120.0,22.8589,180.6723,117.3563,80.4884
batch_00/000000027305.png,125.6008,120.0,25.0278,133.3623,126.17,80.7848
batch_00/000000027308.png,142.401,120.0,23.6566,147.3198,121.4866,80.4197
batch_00/000000027312.png,172.8,120.0,23.6906,184.2042,119.2495,83.8051
batch_00/000000027314.png,172.0,120.0,22.7985,182.303,120.6874,82.2076
batch_00/000000027321.png,133.6,120.0,25.9199,136.6053,122.853,77.1817
batch_00/000000027323.png,174.4005,120.0,27.6058,181.469,121.8411,82.5369
batch_00/000000027325.png,113.601,120.0,26.8369,118.3586,127.0594,80.3674
batch_00/000000027327.png,129.6008,120.0,25.6055,134.8273,122.2718,80.5693
batch_00/000000027330.png,139.2008,120.0,24.843,143.2,122.4,78.7174
batch_00/000000027331.png,128.8,120.0006,24.8533,133.3702,115.2169,82.6951
batch_00/000000027332.png,159.2011,120.0,25.1102,164.9474,123.1385,80.6255
batch_00/000000027334.png,153.6,120.0003,25.144,162.1444,114.2101,80.5254
batch_00/000000027335.png,113.6,120.0,21.3489,116.715,123.4878,79.6959
batch_00/000000027337.png,137.6,120.0013,23.0059,141.8585,120.7496,78.948
batch_00/000000027338.png,138.4008,120.0,25.9409,143.4606,125.0662,81.46
batch_00/000000027344.png,125.6,120.0006,25.5388,129.0289,117.4782,81.2566
batch_00/000000027346.png,134.6171,119.9911,21.227,140.0506,127.0853,79.5752
batch_00/000000027347.png,150.401,120.0,23.6625,158.8532,121.4897,83.261
batch_00/000000027348.png,139.2008,120.0,23.143,143.3606,122.1608,78.2865
batch_00/000000027349.png,152.0006,120.0006,23.6315,163.8893,115.7628,84.3918
batch_00/000000027350.png,136.0006,120.0006,23.6315,140.9303,122.2734,79.6176
batch_00/000000027351.png,154.4004,120.0,24.9099,168.3245,114.5971,86.1147
batch_00/000000027352.png,112.0,120.0006,24.8533,114.0145,114.9657,81.8062
batch_00/000000027355.png,116.8,120.0,25.0735,120.2617,111.2931,82.9542
batch_00/000000027361.png,154.4,120.0,26.1467,160.6303,121.9886,81.261
batch_00/000000027362.png,118.4006,120.0,26.2278,123.1183,120.6865,80.611
batch_00/000000027365.png,111.2013,120.0,26.5455,116.211,127.8126,77.8561
batch_00/000000030021.png,159.2008,120.0,20.8018,162.181,124.8386,71.0991
batch_00/000000030033.png,186.789,120.3862,27.8302,193.5648,116.6648,77.7114
batch_00/000000030036.png,124.8,120.0,25.8267,131.6281,125.2071,74.4105
batch_00/000000030080.png,201.8758,120.5838,23.9218,211.0733,126.8487,73.4003
batch_00/000000030081.png,201.5983,120.1754,23.6193,214.9244,125.277,77.0109
batch_00/000000030082.png,202.4,120.4387,23.4654,213.4137,123.3547,78.0746
batch_00/000000030088.png,225.5438,118.861,32.7688,222.7979,125.4117,72.6448
batch_00/000000030093.png,217.901,120.2422,23.3276,231.3573,123.8768,78.3362
batch_00/000000030096.png,217.2029,120.0,24.7742,228.3327,123.591,76.8038
batch_00/000000030099.png,216.8,120.0,24.0841,228.2318,122.2463,77.1219
batch_00/000000030109.png,209.6,120.0,23.8848,226.039,119.141,81.7381
batch_00/000000030110.png,208.8,120.0,23.5024,222.1073,120.863,80.7477
batch_00/000000030113.png,205.6018,120.0,23.99,222.9985,119.0774,83.833
batch_00/000000030114.png,206.4,120.0,23.2171,220.5374,119.6825,82.0641
batch_00/000000030119.png,206.4,120.0,24.5044,221.0282,119.796,79.7626
batch_00/000000030120.png,206.3986,120.0,23.538,219.6653,123.9029,79.0322
batch_00/000000030122.png,206.4,120.0,24.4631,222.7003,118.1097,80.7922
batch_00/000000030124.png,205.6,120.0,24.5044,218.5534,120.0168,80.3745
batch_00/000000030125.png,207.2,120.0,23.4803,215.6686,127.2434,73.6394
