filename,subject_id,sequence_id,augmentation,upper_a,upper_b,upper_c,upper_d,lower_a,lower_b,lower_c,lower_d,upper_rmse,lower_rmse
batch_0000/flip_1197468.png,07267,07267d3,flip,-355.989283163483,1237.7468345316186,-918.9864275563483,351.55203710480004,384.36344196316304,-852.9797152999676,457.72392756898194,315.55427936303346,1.555592943215084,2.256489167173114
batch_0000/orig_1197469.png,07267,07267d4,orig,332.35919879144626,164.99090181271836,-461.1266205044688,305.25439363060224,-456.9072164723317,460.1135647781829,-2.667509767944571,318.5058184001802,1.7632210051707973,1.6937400866654604
batch_0000/rot_1197469.png,07267,07267d4,rot,520.430930142487,-111.95420366024464,-270.6891189643357,255.6752179658162,-453.21582811667963,410.70829024330556,110.83509140707451,277.27803518805206,2.0277825765997695,1.847350203461219
batch_0000/trans_1197469.png,07267,07267d4,trans,332.35919879144944,134.74610490504702,-470.218676054462,316.38431859246674,-456.90721647234164,501.69227244780166,-31.84239276330322,316.0226761500315,1.7632210051707842,1.6937400866654637
batch_0000/flip_1197469.png,07267,07267d4,flip,-332.3591987914587,1160.5105644427374,-862.3037497099527,340.12768957578174,456.9072164723367,-908.4663320616057,450.3197258524837,319.75050118807434,1.7632210051708082,1.6937400866654635
batch_0000/orig_1197470.png,07267,07267d5,orig,220.89717429137414,319.64496997869486,-518.3341124393522,311.2637004596031,-519.4056464121131,542.9837867538472,-36.01610881061444,324.2290515752526,3.734997207934436,0.22558090189643065
batch_0000/rot_1197470.png,07267,07267d5,rot,-67.2964479453338,799.3769682277762,-879.4239693311389,405.9254872838977,-611.3959243056794,747.2417612473573,-279.68820179692415,404.11601374775705,3.4595025059466677,0.08580399209416528
batch_0000/trans_1197470.png,07267,07267d5,trans,220.89717429138042,327.3153004743832,-510.84586350198634,303.21298896266694,-519.4056464121077,524.9481872397552,-23.65531814902696,321.78970785603667,3.7349972079344487,0.22558090189643143
batch_0000/flip_1197470.png,07267,07267d5,flip,-220.8971742913784,981.3010373483335,-780.5791667512241,332.2496807451304,519.4056464121098,-1012.7984385149321,505.0966751783248,312.5827712951516,3.734997207934461,0.2255809018964374
batch_0000/orig_1197471.png,07267,07267d6,orig,-282.4513077845223,1087.3174549045643,-842.0595236307809,319.4116649707355,289.85910332604,-654.5473002018657,354.6087227908496,310.3066528543821,1.4343757766651901,1.1917001568188401
batch_0000/rot_1197471.png,07267,07267d6,rot,-193.8533156805747,966.1260742986045,-753.5403974780502,293.8545242754228,297.2160004165861,-651.4021412480428,389.6352854637846,290.2192886234032,1.436911519601901,1.1967046737347782
batch_0000/trans_1197471.png,07267,07267d6,trans,-282.45130778452216,1090.5054802833722,-850.25321294593,311.5519211319077,289.8591033260387,-657.818937302541,359.54627810999943,297.91996095859577,1.4343757766651843,1.1917001568188512
batch_0000/flip_1197471.png,07267,07267d6,flip,282.4513077845253,241.28752205622095,-484.4695080535077,281.460716850263,-289.85910332603277,213.67129522940132,85.57841342384029,300.3603722762192,1.4343757766651857,1.191700156818833
batch_0000/orig_1197472.png,07267,07267d7,orig,41.72097816322915,596.6432425589875,-666.5294650759513,319.17202385879455,799.7566069888541,-1507.867390978127,806.1681198265511,241.59686079898296,1.7821375882226627,0.30670511763456965
batch_0000/rot_1197472.png,07267,07267d7,rot,6.132268239508792,653.6011494322366,-707.7355762209394,329.81044174546315,798.5305934722275,-1518.2738627069339,804.2721937281248,245.82169965836346,1.7827680178428873,0.2832571439208895
batch_0000/trans_1197472.png,07267,07267d7,trans,41.720978163230235,600.8784044726981,-626.0086983567505,294.70057088513386,799.7566069888787,-1426.6828437486447,706.871187882251,264.5771519508896,1.7821375882226715,0.3067051176345438
batch_0000/flip_1197472.png,07267,07267d7,flip,-41.72097816322467,721.6106099635304,-649.6646158020036,289.9899166390632,-799.7566069888715,887.6535708931938,-186.92338383548866,339.3599586752133,1.7821375882226649,0.30670511763454683
batch_0000/orig_1197473.png,07267,07267d8,orig,81.3408984982094,558.6423976941309,-640.4160242867753,308.12045383815894,369.08752617992053,-802.4747948421342,451.8317501416282,292.2060887132946,0.6352191273395457,0.05569739785283025
batch_0000/rot_1197473.png,07267,07267d8,rot,471.4103249650414,-13.540154247925727,-266.31330310373625,214.23437490175996,433.28382717137595,-856.0356097409204,582.0133782501867,232.06868268169214,0.49996697158382275,0.003295527826787124
batch_0000/trans_1197473.png,07267,07267d8,trans,81.34089849821477,558.6893612200341,-640.2009875709957,300.9824345942919,369.0875261799154,-802.2616959961558,451.5229096724252,285.27822822021244,0.6352191273395525,0.055697397852856025
batch_0000/flip_1197473.png,07267,07267d8,flip,-81.34089849821252,802.2838077270511,-718.3837339384338,306.56329214845164,-369.08752617993815,303.05768591868554,46.80501954914148,310.72296174087086,0.6352191273395548,0.055697397852856795
batch_0000/orig_1197474.png,07267,07267d9,orig,-223.2383179229764,1054.0524075348505,-905.5675283894867,353.4731363130669,320.95169314098393,-737.6266999225488,431.34167062861593,291.0935869945094,0.8363296992867055,1.075908244185464
batch_0000/rot_1197474.png,07267,07267d9,rot,-221.48518924831,1051.3729932785182,-903.6628612239142,352.9764610078748,321.0048142975376,-737.428761854841,431.8149352911192,290.78520469108616,0.8364336410597719,1.0754002840002697
batch_0000/trans_1197474.png,07267,07267d9,trans,-223.23831792296724,1040.632877090328,-863.5949058722503,335.8153532544811,320.95169314099275,-718.3333229727918,402.16761718503204,299.5093596252156,0.8363296992866958,1.07590824418545
batch_0000/flip_1197474.png,07267,07267d9,flip,223.23831792298077,385.38388338118034,-531.6196433219912,277.8881018157288,-320.95169314099,223.72391843881664,81.75813775905418,305.88745050650306,0.836329699286713,1.0759082441854473
batch_0000/orig_1197475.png,07267,07267d10,orig,-401.1033031430825,1307.4529072940788,-992.7806060308383,357.1434943252011,481.1257152603789,-1023.6997594941132,588.2733145902538,267.4657191335644,4.3721570973044575,1.8682629459944327
batch_0000/rot_1197475.png,07267,07267d10,rot,-183.65883958228926,990.8644144026757,-783.5710780191501,304.01471542078207,543.3569413949983,-1089.4092654984422,676.587026674431,231.2426627509185,3.8561293159938743,2.023145044669102
batch_0000/trans_1197475.png,07267,07267d10,trans,-401.10330314307527,1352.4223714582429,-1092.184064019276,382.72780714052504,481.1257152603946,-1077.6408899742958,666.80351058758,230.66191968669307,4.3721570973044415,1.8682629459944406
batch_0000/flip_1197475.png,07267,07267d10,flip,401.10330314308163,106.02316959831276,-418.48691449140756,270.058349325924,-481.12571526038124,417.42210949674916,17.05702657899125,313.19062016181914,4.37215709730445,1.868262945994434
batch_0000/orig_1197476.png,04233,04233d4105,orig,233.28770919773916,365.46428819315963,-437.85824080662553,287.0488089682628,-229.16894639769976,-124.43636448720349,410.6175212215361,209.1418483263439,8.987733679556355e-14,5.684341886080802e-14
batch_0000/rot_1197476.png,04233,04233d4105,rot,-153.73356536837701,916.0713446692503,-831.9633144147507,395.55352003817535,-361.1112519900807,122.86966384020326,139.20621345161072,297.357511555184,2.36515759540527e-13,8.987733679556355e-14
batch_0000/trans_1197476.png,04233,04233d4105,trans,233.28770919775093,359.0593662999297,-444.48884789799484,302.7905331301992,-229.16894639768955,-118.14452336505143,412.8375433633362,217.07791935181353,9.742471150390548e-14,8.987733679556355e-14
batch_0000/flip_1197476.png,04233,04233d4105,flip,-233.28770919771586,1064.2338796494798,-989.6060236487785,446.3937070234158,229.1689463976834,-810.8689742440453,523.2264029179576,266.97358045232835,1.180442248897588e-13,2.870451947490573e-13
batch_0000/orig_1197477.png,04233,04233d4106,orig,-78.35955183956072,818.533497757642,-654.4297752675169,320.289786887599,-556.4851572393583,257.6562178228727,283.37017144883595,221.71262087247365,8.987733679556355e-14,1.7053025658242404e-13
batch_0000/rot_1197477.png,04233,04233d4106,rot,-161.42426661423914,926.5869015409319,-733.3960869886487,343.5627886314245,-581.6675513559186,323.9469361753075,207.74987774783963,244.94210625274684,2.887986942269773e-13,8.526512829121202e-14
batch_0000/trans_1197477.png,04233,04233d4106,trans,-78.35955183956332,826.1302660274088,-707.5784946507505,331.4200376381358,-556.4851572393623,311.60610250018425,264.9739715783688,201.96746583140833,3.1036975184181237e-13,1.530555893832145e-13
batch_0000/flip_1197477.png,04233,04233d4106,flip,78.35955183956936,583.8221526381969,-745.7346944245841,404.86732202998974,556.4851572393584,-1409.1907297206494,866.3650677741003,207.61099085309732,3.126388037344441e-13,2.0495186137532011e-13
batch_0000/orig_1197478.png,04233,04233d4107,orig,-426.5446134795411,1405.2630843132026,-982.475175779606,379.5701980122867,-1003.2045071300225,833.3228148924586,57.41545951501888,250.30450594810873,1.8474111129762605e-13,2.666192676669783e-13
batch_0000/rot_1197478.png,04233,04233d4107,rot,-724.9733363517122,1832.4735314081981,-1299.9434822609282,469.3450367044063,-1097.3904700669761,1105.2454363592706,-239.4112617275346,339.1189935397688,9.532931148469529e-14,3.661881102836198e-13
batch_0000/trans_1197478.png,04233,04233d4107,trans,-426.5446134795428,1364.3087885666403,-893.8358619471436,363.0708116464515,-1003.2045071299559,737.001040379428,107.67320165529783,266.4817630743887,2.1316282072803006e-13,1.3330963383348915e-13
batch_0000/flip_1197478.png,04233,04233d4107,flip,426.5446134795562,127.6286717502433,-548.0214369150027,374.95689960486305,1003.2045071299378,-2171.5881853703086,1278.7588713215282,139.84163951790114,7.105427357601002e-14,3.4693117685644956e-13
batch_0000/orig_1197479.png,04233,04233d4108,orig,63.77630081333453,653.6098980543514,-598.917104250444,316.4016794722825,-323.7494872736702,-76.2073166547987,443.1814541674324,196.60019107863693,1.2710574864626038e-13,3.113442275577916e-13
batch_0000/rot_1197479.png,04233,04233d4108,rot,623.9645299677578,-42.11422279020086,-207.23669297271823,221.38421705439143,-175.45913436087324,-433.7210156420518,787.2605325206246,102.46782069880655,7.105427357601002e-14,2.4116620165382783e-13
batch_0000/trans_1197479.png,04233,04233d4108,trans,63.776300813349856,646.6455381425584,-646.2463196455734,340.8578296243646,-323.74948727364995,-40.85393425622826,447.4424762747649,182.17573427078372,2.0346847496847933e-13,1.9276541204150329e-13
batch_0000/flip_1197479.png,04233,04233d4108,flip,-63.77630081334211,844.6398490843006,-896.9916276582975,433.46716231901456,323.74948727367683,-1045.9382027542276,677.2107128675125,240.88553785152533,1.2789769243681803e-13,1.9065862296939058e-13
batch_0000/orig_1197480.png,04233,04233d4109,orig,-187.03957713735895,1048.5202677114817,-806.8406780302872,351.64626424842214,-529.5022091897404,243.13129955861052,293.270996400937,214.97122788147493,1.9588311420321562e-13,2.7408903977723625e-13
batch_0000/rot_1197480.png,04233,04233d4109,rot,-589.9796661256148,1630.5970201960306,-1213.9811446761187,460.5683445571018,-682.2829393289878,569.1804243619065,-33.85874760974982,312.7809156419045,2.1551828251777893e-13,3.100442459821043e-13
batch_0000/trans_1197480.png,04233,04233d4109,trans,-187.03957713736608,1028.4675375162642,-732.6152534535734,326.8333165183313,-529.5022091897144,186.3627530233021,308.6198483902781,228.42880762750252,3.754463709135196e-13,6.961868572213853e-14
batch_0000/flip_1197480.png,04233,04233d4109,flip,187.0395771373486,488.27828431725266,-727.5566262608944,405.14827819157085,529.5022091897515,-1342.8932864050482,804.7726123410447,223.13205242601757,1.879919374704706e-13,1.302446348448666e-13
batch_0000/orig_1197481.png,04233,04233d4110,orig,-458.3611456975486,1423.5828100229019,-1124.9704379858845,455.83695602275543,266.42282181800306,-922.9231311027828,616.8383298861904,250.8742673512143,3.280830577698224e-13,1.2058310082691391e-13
batch_0000/rot_1197481.png,04233,04233d4110,rot,-49.60235471493974,820.8866875487432,-701.078578388229,343.24429823816456,450.1410304744162,-1135.7917964634491,802.0923886344722,186.29574734091426,1.2946704798571743e-13,2.8563464471519893e-13
batch_0000/trans_1197481.png,04233,04233d4110,trans,-458.36114569754733,1432.258422517205,-1142.9883787234849,454.1630686011381,266.42282181797384,-927.9658385473593,628.5158725265163,238.11745535620096,2.2648375549052315e-13,4.9227844771419234e-14
batch_0000/flip_1197481.png,04233,04233d4110,flip,458.36114569754017,50.647940800722964,-346.95682728957263,295.54594041589496,-266.42282181798737,-124.90352262606456,429.35109469619385,211.8834529620051,2.842170943040401e-14,6.355287432313019e-14
batch_0000/orig_1197482.png,04233,04233d4111,orig,74.89320053530062,573.0604091843223,-696.2459527860303,388.79371327419466,825.19012566091,-1735.7896310718997,993.362022155364,195.39609506773783,1.9742350317315248e-13,2.461392238570962e-13
batch_0000/rot_1197482.png,04233,04233d4111,rot,12.520395733897315,677.336503818396,-776.9380226702705,410.62576738032567,821.3141320631037,-1757.635855552643,997.862461169595,200.14634859521377,2.643371777500402e-13,2.308990589380062e-13
batch_0000/trans_1197482.png,04233,04233d4111,trans,74.89320053526778,577.9018074365841,-671.445007688706,387.0370384205967,825.1901256608685,-1682.446016383592,919.7058470019812,228.98257848511045,1.2630883954494136e-13,1.2710574864626038e-13
batch_0000/flip_1197482.png,04233,04233d4111,flip,-74.89320053528436,797.3889489126823,-672.0620781889609,339.44932617455504,-825.1901256608785,735.912667196746,4.952633963709944,278.16455049304125,9.845568954283847e-14,6.961868572213853e-14
batch_0000/orig_1197483.png,04233,04233d4112,orig,53.02703877634729,691.3824922043041,-792.0069801859803,405.98848505131036,501.6127973605924,-1162.346653338376,669.9949640711492,250.8140266019072,1.5106345774618504e-13,8.987733679556355e-14
batch_0000/rot_1197483.png,04233,04233d4112,rot,323.6712092011456,276.2811621846945,-505.2391554517408,332.77454070684826,518.3108401399611,-1132.6869017763881,701.9422028592359,223.27184861236387,1.4699822419272268e-13,1.7520318360109786e-13
batch_0000/trans_1197483.png,04233,04233d4112,trans,53.027038776332226,693.7711106424385,-771.2087640826056,396.59121337304146,501.61279736057855,-1139.7513584809155,635.428738460804,262.95244583386324,2.4325065010975337e-13,1.657256204579568e-13
batch_0000/flip_1197483.png,04233,04233d4112,flip,-53.027038776342465,850.2150442890742,-747.1818101566308,357.221488345006,-501.61279736056946,340.1404287557416,150.9265632855588,260.3101251159344,1.4561792860887974e-13,2.666192676669783e-13
batch_0000/orig_1197484.png,04233,04233d4113,orig,226.0508874358289,376.53524804436245,-611.3659616220862,374.39609448452103,937.851211836442,-1907.0921177410028,1084.4984692350463,178.79880583224823,9.426414608115578e-14,4.4487012026191134e-13
batch_0000/rot_1197484.png,04233,04233d4113,rot,396.53952119834094,111.32392723429308,-420.96869658541186,324.42131038261044,948.0787315555557,-1857.5165592013373,1075.5941064030492,167.81309337972036,1.9945885082418896e-13,2.980894033072876e-13
batch_0000/trans_1197484.png,04233,04233d4113,trans,226.0508874358532,376.8273074167246,-611.0415116753759,375.83361983867104,937.8512118365609,-1905.8804072301666,1082.8563399263485,180.9662640328203,2.1551828251777893e-13,4.457770939256455e-13
batch_0000/flip_1197484.png,04233,04233d4113,flip,-226.05088743583912,1053.62829681701,-816.5629527004327,364.33781553200856,-937.851211836574,902.0653402130605,-81.04204604689062,293.9275350802286,1.46309704135021e-13,1.449228509952941e-13
batch_0000/orig_1197485.png,04233,04233d4114,orig,215.36151504192568,387.92898404829606,-619.011540308657,377.59035329726225,466.8317875498907,-1327.283534394749,868.5718116776387,205.59149259671182,1.1457157353758233e-13,2.0097183471152322e-13
batch_0000/rot_1197485.png,04233,04233d4114,rot,220.08407392322374,380.2680706192599,-613.3508987084293,376.0984451241327,469.29915125619925,-1329.5554311543863,870.1929118365633,204.98012788676672,1.7288250917028504e-13,3.228085657724633e-13
batch_0000/trans_1197485.png,04233,04233d4114,trans,215.3615150419103,366.32595778599654,-644.2314429357497,388.9046128837732,466.83178754988484,-1374.1116752748214,958.8979340089735,165.23861737975642,3.1776437161565096e-14,2.477747184196161e-13
batch_0000/flip_1197485.png,04233,04233d4114,flip,-215.36151504192253,1033.0040220723076,-799.7012579898851,360.61725605920225,-466.8317875499059,71.02355425079895,385.7252622473475,214.3140779735832,2.0197419421992741e-13,2.1457920056692358e-13
batch_0000/orig_1197486.png,07727,07727d1,orig,-523.195164550424,1544.6178791477432,-1192.0761976633946,478.87004192691955,-453.3969319658414,307.0052331827423,151.16982965844136,305.41329021742337,0.5642680699714561,0.7898842888050218
batch_0000/rot_1197486.png,07727,07727d1,rot,-980.5342175085207,2378.524003004969,-1816.5097885770058,637.6388176412498,-670.2288747829473,742.0871144533261,-224.61958968159257,407.8241857738677,1.1241860001374167,1.019373818780928
batch_0000/trans_1197486.png,07727,07727d1,trans,-523.1951645504233,1537.8906388067724,-1178.8645722137242,467.6117932534535,-453.3969319658444,301.17545810481977,153.7764909059916,299.8894622015065,0.5642680699714665,0.789884288805008
batch_0000/flip_1197486.png,07727,07727d1,flip,523.1951645504308,-22.515137169716176,-327.6482587802966,307.7046654209248,453.39693196583664,-1051.0602645961865,591.7226157684228,311.11855547457554,0.5642680699714414,0.789884288805022
batch_0000/orig_1197487.png,07727,07727d2,orig,-796.9504435898259,2001.4268369720721,-1413.6700708113146,511.9644957129096,-268.28587930015425,-12.535672053899408,318.7065540934368,280.83353791884076,0.16172090916762336,8.526512829121202e-14
batch_0000/rot_1197487.png,07727,07727d2,rot,-756.8234074246584,1935.8656504879475,-1361.461096945529,497.2969016672372,-246.78484293828674,-56.5173740803526,359.0313957698303,269.79732553470615,0.11355690548546747,1.3330963383348915e-13
batch_0000/trans_1197487.png,07727,07727d2,trans,-796.9504435898257,1996.9735517785732,-1406.222507251109,513.2448535351967,-268.28587930013305,-14.034828674681222,318.65706292855066,285.333698548925,0.16172090916764187,1.5824538089731338e-13
batch_0000/flip_1197487.png,07727,07727d2,flip,796.9504435898347,-385.6887885930962,-199.54338686707484,302.4599764050023,268.28587930011304,-816.1357198951024,508.67003880567495,319.51533113613516,0.16172090916762805,2.428351918216984e-13
batch_0000/orig_1197488.png,07727,07727d3,orig,-768.4553665670505,1892.4457897767759,-1329.3269523556658,495.3266136150543,-359.7372608491253,135.66957329935533,249.68325263718748,289.72023671249144,0.8417099845949406,0.41954846582125566
batch_0000/rot_1197488.png,07727,07727d3,rot,-748.6157730749549,1859.0581387080576,-1303.6555696189898,488.4092555394718,-351.90032644605844,118.47607135412063,266.51129686351305,284.99713666919683,0.8680121556308473,0.41325441433550997
batch_0000/trans_1197488.png,07727,07727d3,trans,-768.4553665670633,1877.0906105744675,-1304.2194837655013,480.187199642995,-359.7372608491244,128.4813482619357,251.44266288338008,285.020200954798,0.8417099845949464,0.41954846582126804
batch_0000/flip_1197488.png,07727,07727d3,flip,768.455366567056,-409.3181753935974,-151.48327513004352,289.75439409510005,359.73726084911266,-941.8559408377761,555.243448701965,316.205670513775,0.8417099845949324,0.4195484658212603
batch_0000/orig_1197489.png,07727,07727d4,orig,-472.9688070853366,1425.8869551717926,-1027.787082501548,426.3312581927986,-819.9716250301628,791.299640761474,-70.36693016613671,339.2273579390617,2.485884306869352e-13,6.961868572213853e-14
batch_0000/rot_1197489.png,07727,07727d4,rot,-400.06209425764513,1319.2316256056722,-950.318844495669,405.1097672092287,-816.5718649120952,754.6244554412173,-16.676827557341696,322.4021284613095,2.2958338407482174e-13,4.148011930546552e-13
batch_0000/trans_1197489.png,07727,07727d4,trans,-472.96880708530705,1378.3102388169355,-933.760801062001,391.4919136548845,-819.9716250301733,708.817335715913,-20.06717901995828,335.76429350621237,3.2900507286485167e-13,2.813605685961325e-13
batch_0000/flip_1197489.png,07727,07727d4,flip,472.9688070853351,9.1975751989999,-405.0551282905398,350.8294044889688,819.9716250301886,-1664.7716173367335,942.4741067779767,241.66512680784692,6.665481691674458e-14,2.2559032496456473e-13
batch_0000/orig_1197490.png,07727,07727d5,orig,-589.9275902406176,1507.643984532508,-1003.1534174138854,411.94246752362915,-245.401914955481,-121.11668966350261,378.2020102720794,272.06503604824735,6.305841603856888e-13,8.526512829121202e-14
batch_0000/rot_1197490.png,07727,07727d5,rot,-349.74273143202845,1193.8365293931531,-732.6573205843838,324.62027421948125,-63.52174076828377,-476.7065256538015,685.4785280676725,191.2418846847288,5.108006677008754e-13,4.644145587453804e-13
batch_0000/trans_1197490.png,07727,07727d5,trans,-589.9275902406363,1448.853149916163,-904.9408362143232,388.24058406171935,-245.40191495547919,-145.57288333093385,369.34278594285547,292.4659902518923,4.3984833668395597e-13,1.1368683772161603e-13
batch_0000/flip_1197490.png,07727,07727d5,flip,589.9275902406347,-259.37350061013336,-243.1666438773741,326.12613200705147,245.40191495548873,-856.1721130536041,597.5597786907739,284.6842200556291,1.1718571004216928e-13,2.666192676669783e-13
batch_0000/orig_1197491.png,07727,07727d6,orig,-81.79919821322373,734.8792874608212,-620.7712525551469,302.0006120679878,515.427968095411,-1154.5062987827248,719.9997455527944,222.65960606729107,1.1457157353758233e-13,2.6963201038669064e-13
batch_0000/rot_1197491.png,07727,07727d6,rot,225.42571809545103,346.9284820085089,-350.4699663046583,222.53458312316258,615.5295746147631,-1257.648055138376,862.8962468592316,164.92204744145351,1.0247593068766006e-13,1.1718571004216928e-13
batch_0000/trans_1197491.png,07727,07727d6,trans,-81.79919821324835,739.512488671715,-648.6083378064794,327.20764136315836,515.4279680953581,-1183.700735134735,764.145995953798,221.8748351074463,1.6140428288623166e-13,2.9536706862851543e-13
batch_0000/flip_1197491.png,07727,07727d6,flip,81.79919821326307,489.8651265627159,-602.0594983215115,333.36753514656533,-515.4279680953765,389.361536903021,43.94947763644436,303.64873943568637,2.0147363782652157e-13,1.2388735920980804e-13
batch_0000/orig_1197492.png,07727,07727d7,orig,-250.81828645529842,985.0429324910377,-726.1475864157061,311.86887537240796,787.6289849653335,-1572.3386056824195,911.8520511061529,199.01556083270555,9.947598300641403e-14,3.074277920629802e-13
batch_0000/rot_1197492.png,07727,07727d7,rot,-395.2865926624555,1186.4368112549166,-882.6314867153538,358.37960101424346,686.5469157335739,-1479.3357455118246,834.6056442369355,229.32504773580973,1.3704451988861812e-13,8.987733679556355e-14
batch_0000/trans_1197492.png,07727,07727d7,trans,-250.8182864552971,995.8736356110894,-754.6605516622697,310.4008667987157,787.6289849653263,-1606.3495856052225,957.6055307767571,173.4375324133515,1.5173040782245993e-13,2.2015361458940203e-13
batch_0000/flip_1197492.png,07727,07727d7,flip,250.81828645528856,233.76378384291618,-490.75474442396774,319.1785609487125,-787.628984965329,786.8563383465552,-127.59709981300574,325.9566967127681,9.947598300641403e-14,3.3868375589386757e-13
batch_0000/orig_1197493.png,07727,07727d8,orig,477.12589227542344,-117.52062834821251,-213.51368258452143,242.5865545126294,838.3888945861779,-1608.6629107038457,904.0727726589486,205.54478003661617,7.105427357601002e-14,2.5421149729252077e-13
batch_0000/rot_1197493.png,07727,07727d8,rot,385.09237770604176,19.411360790841993,-330.6374052211824,278.62723013911614,737.1944032557159,-1507.4534308379598,832.6901223602097,230.39440805708227,1.6693974379891657e-13,2.461392238570962e-13
batch_0000/trans_1197493.png,07727,07727d8,trans,477.125892275417,-163.34363927119858,-204.52231251402077,243.1080921572596,838.3888945861829,-1689.1814993956616,1009.6473969337852,168.74873041380917,1.4068028429806625e-13,2.49399488080602e-13
batch_0000/flip_1197493.png,07727,07727d8,flip,-477.1258922754214,1311.6205208580122,-978.7204288432338,387.14568116662304,-838.3888945861701,902.573825111313,-199.08695126266008,339.03025646897254,1.10990323433763e-13,3.2900507286485167e-13
batch_0000/orig_1197494.png,07727,07727d9,orig,-342.1421104996106,1116.905678817844,-795.1322063564455,324.6203140823361,202.90488436666604,-758.7988838752877,552.5089989993648,248.55036435435053,1.0345658394727079e-13,2.394855804702831e-13
batch_0000/rot_1197494.png,07727,07727d9,rot,-577.7006393023439,1456.989786070465,-1066.943506531536,405.1210182511196,69.03171531207065,-619.4092879648601,411.0747033994677,305.45715178867374,5.123796534383003e-14,1.8419372902394174e-13
batch_0000/trans_1197494.png,07727,07727d9,trans,-342.1421104995965,1102.7725376703115,-764.5688579962343,317.4836728028357,202.9048843666852,-750.4173275504144,531.7281937105641,259.615561311821,8.28628102289784e-14,3.8969884601562193e-13
batch_0000/flip_1197494.png,07727,07727d9,flip,342.14211049960113,92.0831384619949,-411.9675658963857,303.60775321523096,-202.9048843666938,-151.03534742070678,355.9036163102503,245.7218312102048,6.355287432313019e-14,1.2058310082691391e-13
batch_0000/orig_1197495.png,07727,07727d10,orig,404.2520806472129,-23.348963065585384,-245.01405136709502,236.45194436801083,394.76919022492825,-947.7967844268392,613.844274328973,235.0910238261805,0.11227721463821094,2.078112868676135
batch_0000/rot_1197495.png,07727,07727d10,rot,486.42204637500873,-133.86376974340385,-148.7595214397418,204.89218296455743,458.3756156390007,-1029.4409168136176,694.0849283805868,207.29512166624954,0.09829470231272043,1.9889270296835897
batch_0000/trans_1197495.png,07727,07727d10,trans,404.2520806472131,17.06740310897854,-245.2233909017643,231.10648406253662,394.76919022494025,-908.3284998826622,551.986964045083,257.3408467090733,0.11227721463821626,2.0781128686761376
batch_0000/flip_1197495.png,07727,07727d10,flip,-404.25208064721653,1187.5123472480236,-917.330327527556,370.9047812036164,-394.7691902249348,234.66030566877367,98.17792868103759,296.0605325597453,0.1122772146382166,2.078112868676133
batch_0000/orig_1197496.png,07117,07117d1,orig,-241.94037702583643,1056.7029093574833,-911.5989469459189,370.34523637426776,-1026.7405559443923,1394.6353175931904,-476.82295084184,381.435517635274,2.078868822981092e-13,2.5736952517654053e-13
